"","V1","V2","V3","V4","V5","V6"
"1",2,2,2,1,1,2
"2",3,1,1,1,1,3
"3",2,2,1,2,1,3
"4",1,1,2,1,3,3
"5",3,1,2,1,2,2
"6",3,3,1,2,2,3
"7",1,2,3,3,1,3
"8",3,3,2,1,3,1
"9",3,2,1,3,1,2
"10",3,3,2,3,1,3
"11",1,2,1,1,2,2
"12",3,2,2,3,2,3
"13",2,2,1,1,3,1
"14",2,1,2,2,2,1
"15",3,1,1,2,3,1
"16",1,3,2,3,2,2
"17",1,3,1,3,3,3
"18",1,1,1,2,1,2
"19",2,3,1,1,3,2
"20",3,2,2,2,1,1
"21",2,3,1,3,1,1
"22",3,2,3,1,3,3
"23",2,2,3,3,3,1
"24",2,1,3,1,1,1
"25",1,3,3,2,3,1
"26",2,1,2,3,3,2
"27",1,2,1,2,2,1
"28",1,3,3,1,1,2
"29",3,3,3,3,2,1
"30",1,1,3,2,2,3
"31",1,2,2,2,3,2
"32",1,1,2,3,1,1
"33",2,3,3,1,2,3
"34",2,1,1,3,2,3
"35",3,1,3,3,3,2
"36",2,2,3,2,2,2
"37",1,1,3,1,2,1
"38",3,3,3,2,1,2
"39",2,3,2,2,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
