"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,3,3,3,1,2,1,1,3,1,2,2,1,1,2,1,3,1,1
"2",3,2,2,3,3,3,1,3,2,3,1,3,2,3,1,1,2,1,1
"3",2,2,3,3,1,1,2,3,3,2,3,3,3,1,3,1,2,3,3
"4",2,3,3,3,2,1,3,3,1,3,2,3,1,2,1,2,3,2,2
"5",1,2,3,2,1,2,2,2,2,3,2,1,3,2,1,1,1,2,1
"6",2,3,2,1,2,1,1,2,2,2,2,1,2,1,1,3,1,1,3
"7",3,2,1,3,2,2,3,2,1,2,1,1,2,2,2,1,3,3,3
"8",1,2,2,3,1,1,3,1,2,1,1,2,1,3,3,3,1,2,3
"9",3,1,1,1,2,1,3,1,2,1,3,2,3,2,1,2,2,3,1
"10",2,3,1,2,3,3,3,2,3,3,1,2,3,1,2,3,2,2,1
"11",1,1,2,1,3,2,1,3,1,1,1,3,3,1,2,1,1,3,2
"12",2,2,3,1,3,3,2,1,1,1,3,1,1,2,2,3,2,1,2
"13",3,3,1,1,3,3,2,1,1,2,2,3,3,3,3,2,1,2,3
"14",1,1,1,2,1,1,1,2,1,2,3,3,1,3,2,3,3,1,1
"15",3,1,3,2,2,3,1,3,3,2,3,2,2,2,3,3,1,2,2
"16",1,1,2,2,2,3,2,1,3,3,1,1,1,1,1,2,3,3,3
"17",1,1,1,1,1,2,3,3,3,3,2,1,2,3,3,2,2,1,2
"18",2,3,2,2,3,2,2,2,2,1,3,2,2,3,3,2,3,3,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
