"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,2,1,3,2,2,3,1,3,1,3,1,3,3,2
"2",2,2,2,1,2,1,3,2,3,1,3,1,1,3,1,3
"3",2,1,2,3,3,3,2,1,3,2,1,3,1,1,1,1
"4",3,1,3,1,2,3,1,3,3,2,1,1,3,3,2,2
"5",1,1,1,3,2,2,2,3,2,1,3,3,3,2,1,3
"6",1,1,2,2,2,1,1,2,1,1,1,2,3,1,3,1
"7",3,3,2,3,3,1,1,3,2,3,1,2,2,2,1,3
"8",3,2,3,3,3,2,1,2,1,2,3,2,1,1,2,3
"9",1,3,3,1,1,3,1,1,3,1,2,2,1,2,3,3
"10",2,2,1,1,1,1,2,3,1,2,2,2,3,2,2,1
"11",2,3,3,2,1,2,2,2,2,1,1,1,1,2,2,2
"12",1,3,2,2,3,3,3,1,1,2,3,1,3,2,1,2
"13",1,3,3,3,2,3,2,2,1,3,2,1,2,3,1,1
"14",3,2,3,2,2,1,2,1,3,3,3,3,2,2,3,1
"15",3,1,2,3,1,1,3,1,1,1,2,3,2,3,2,2
"16",2,1,3,1,3,2,3,1,2,3,2,1,3,1,3,3
"17",1,2,1,1,1,3,3,2,2,2,1,3,2,1,2,3
"18",3,1,1,2,1,3,3,3,2,3,3,2,1,3,3,1
"19",3,3,1,2,3,2,3,3,3,1,2,1,2,1,2,1
"20",2,3,1,3,1,1,1,2,3,3,3,3,3,1,3,2
"21",2,2,1,2,2,2,1,1,2,2,2,2,2,3,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
