"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,2,3,3,2,1,3,1,1,1,2,1
"2",3,1,1,2,3,3,1,1,2,1,2,3
"3",3,2,3,3,1,1,2,2,3,3,1,3
"4",3,3,3,2,1,3,3,3,2,2,1,1
"5",2,1,3,3,2,3,1,3,3,1,3,2
"6",3,1,1,1,2,1,3,2,1,3,1,2
"7",1,2,3,2,3,2,1,3,3,3,1,1
"8",1,3,1,1,2,3,2,3,3,1,1,3
"9",2,1,1,1,3,2,2,2,2,2,2,1
"10",1,3,1,2,3,1,3,1,3,2,3,2
"11",3,3,2,1,2,3,1,1,3,3,2,1
"12",3,3,3,1,2,2,1,1,2,2,3,3
"13",2,3,1,1,1,1,1,3,1,3,3,1
"14",2,2,1,3,1,2,1,1,3,2,1,2
"15",2,1,3,1,3,2,3,1,3,3,3,3
"16",1,1,2,2,1,1,1,2,1,2,3,3
"17",2,1,2,2,3,3,2,1,1,3,1,2
"18",3,3,2,3,3,2,2,2,3,1,3,1
"19",3,1,1,2,1,1,2,3,3,1,2,1
"20",1,1,3,1,1,2,3,2,1,1,1,1
"21",3,2,2,2,2,2,3,3,1,2,2,2
"22",3,2,1,3,3,3,2,3,1,2,3,3
"23",2,2,2,1,1,3,3,2,3,2,2,3
"24",1,2,1,2,2,3,3,2,2,3,3,1
"25",1,3,1,3,1,2,2,1,1,3,2,3
"26",3,1,2,3,1,2,3,3,2,3,3,2
"27",1,1,2,3,2,1,2,1,2,2,1,1
"28",1,2,3,1,1,3,2,1,2,1,3,2
"29",1,3,3,3,3,3,1,2,1,2,2,2
"30",2,3,3,2,2,1,2,2,2,3,2,2
"31",1,2,2,1,3,1,1,3,2,1,2,2
"32",2,2,2,2,2,2,1,2,1,1,1,3
"33",2,3,2,3,3,1,3,3,2,1,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
