"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,4,3,1,2,3,1,2
"2",2,1,4,3,2,2,4,1
"3",2,4,1,4,1,1,3,2
"4",1,1,3,4,4,3,3,4
"5",3,4,1,1,4,2,2,4
"6",2,1,2,2,3,1,1,4
"7",1,4,4,2,3,4,3,3
"8",2,3,3,4,3,4,2,1
"9",1,2,4,1,4,1,1,2
"10",3,3,3,2,4,1,4,3
"11",1,3,1,2,1,3,1,1
"12",3,2,1,3,3,3,3,2
"13",4,1,3,2,1,2,2,2
"14",4,4,2,3,4,4,4,1
"15",3,2,4,3,1,4,2,4
"16",4,3,4,4,3,2,4,4
"17",4,1,1,4,2,4,1,3
"18",2,2,2,1,1,3,4,3
"19",4,2,2,1,2,1,3,1
"20",1,3,2,3,2,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
