"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,4,2,2,1,4,1,2,3,2
"2",2,2,2,2,4,1,1,1,3,1,1
"3",3,2,2,2,1,3,2,3,1,3,4
"4",1,3,4,2,3,4,2,2,3,2,4
"5",1,1,1,4,4,2,1,2,3,3,2
"6",2,3,2,1,2,2,3,4,2,2,1
"7",3,3,3,4,4,2,2,1,1,2,3
"8",2,4,4,3,2,2,1,3,1,1,4
"9",4,1,2,3,2,1,2,1,4,4,2
"10",2,1,1,2,3,2,2,3,2,4,3
"11",3,1,1,1,4,1,4,4,3,1,4
"12",2,3,2,4,2,4,4,3,3,4,3
"13",3,2,4,4,3,2,1,4,4,4,4
"14",3,4,2,3,4,4,1,3,2,2,2
"15",2,4,4,1,1,3,3,1,3,4,2
"16",2,1,1,3,1,4,3,1,4,2,4
"17",4,2,4,3,4,3,3,2,2,1,3
"18",1,2,3,4,1,4,2,4,2,1,2
"19",1,4,2,2,1,2,4,2,4,1,3
"20",3,4,1,4,2,3,2,2,4,1,1
"21",4,3,3,1,1,1,1,2,2,4,4
"22",3,1,3,2,3,4,3,2,1,4,1
"23",4,1,3,2,2,3,1,4,3,2,3
"24",1,2,1,1,2,4,1,1,1,3,3
"25",1,4,3,3,3,1,3,4,4,3,3
"26",4,2,3,3,1,2,3,3,3,3,1
"27",4,4,2,4,3,3,4,1,2,3,4
"28",2,2,3,1,3,3,4,2,4,2,2
"29",4,4,4,1,4,4,2,4,4,3,1
"30",1,1,4,4,1,1,4,3,1,2,1
"31",1,3,1,3,4,3,4,4,1,4,1
"32",4,3,1,1,3,1,3,3,1,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
