"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,1,2,2,2,1,3,2,1
"2",1,1,2,3,1,1,2,1,2,1
"3",1,3,3,1,1,2,1,1,1,3
"4",2,3,2,3,3,2,1,2,3,1
"5",2,2,1,2,1,1,2,2,1,3
"6",3,3,2,1,2,1,3,2,2,3
"7",3,1,3,2,1,1,1,3,3,2
"8",2,1,1,1,2,2,3,1,3,2
"9",2,1,3,3,3,3,3,3,2,3
"10",1,2,3,1,3,3,2,2,3,2
"11",3,3,1,3,2,3,2,3,1,2
"12",3,2,2,2,3,3,3,1,1,1
