"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,3,2,1,2,2,3,2,2,1,3,2,2,2,3,3
"2",2,2,3,3,3,1,2,1,2,1,2,1,3,2,3,1
"3",1,2,1,2,1,2,1,2,3,1,1,1,3,2,2,2
"4",2,1,3,3,1,2,2,2,2,2,3,3,2,3,1,2
"5",2,2,1,1,3,2,3,1,3,1,3,3,1,1,1,3
"6",1,1,2,1,3,2,1,1,1,3,2,3,3,3,1,2
"7",2,3,1,2,1,3,3,3,2,3,2,3,1,2,1,2
"8",1,1,1,3,3,3,3,3,1,2,3,2,3,2,2,1
"9",1,1,3,1,1,1,1,3,2,3,1,2,1,1,1,1
"10",3,1,2,2,3,1,1,2,3,2,2,1,1,2,1,3
"11",1,3,1,3,2,1,2,2,3,3,2,2,1,3,2,3
"12",2,3,2,2,1,2,2,1,3,2,2,2,2,1,2,1
"13",3,2,2,2,2,2,2,3,1,3,3,3,1,2,3,1
"14",3,3,3,3,2,2,3,3,3,1,1,1,3,3,1,1
"15",1,1,3,2,2,1,3,1,3,3,3,1,2,1,3,2
"16",3,2,2,3,1,1,3,1,2,2,1,3,3,1,2,3
"17",2,1,2,1,2,3,2,3,1,1,1,1,1,1,2,2
"18",1,3,3,2,3,3,2,2,1,2,1,3,3,1,3,3
"19",3,3,3,2,3,3,1,1,2,1,3,2,1,3,2,2
"20",2,2,2,3,3,3,1,3,3,3,1,2,2,3,3,3
"21",2,3,1,1,1,1,1,3,1,2,3,1,3,3,3,3
"22",3,1,1,3,2,3,1,2,2,1,2,3,2,1,3,1
"23",3,2,3,1,1,3,3,2,1,3,2,1,2,3,2,1
"24",3,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
