"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,3,3,2,1,2,1,3,2
"2",1,2,3,2,1,2,3,3,2,1
"3",3,2,2,3,2,2,2,3,3,3
"4",2,3,2,1,1,3,3,3,3,1
"5",3,3,3,3,1,2,1,2,3,1
"6",1,3,1,2,3,2,2,1,1,1
"7",2,1,3,2,2,3,1,2,1,1
"8",1,1,1,2,2,3,3,2,3,3
"9",2,1,1,3,1,2,1,1,2,2
"10",3,3,2,2,1,1,1,1,1,3
"11",1,1,2,3,3,1,3,1,2,1
"12",3,3,1,2,2,1,3,3,2,2
"13",3,2,3,1,3,3,1,1,3,3
"14",3,1,3,1,3,2,3,2,1,2
"15",1,1,3,1,1,1,2,3,1,3
"16",2,2,1,3,1,1,3,2,1,3
"17",1,2,1,3,3,3,1,3,1,2
"18",1,3,2,1,2,2,1,2,2,3
"19",2,1,2,2,3,1,1,3,3,2
"20",2,3,3,3,3,3,2,3,2,3
"21",2,2,1,1,3,1,2,2,3,1
"22",2,2,2,1,2,2,3,1,1,2
"23",3,2,2,2,1,3,2,2,2,2
"24",3,1,1,1,2,3,2,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
