"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,3,2,1,3,2,3,2,1,2,2,1,1
"2",1,3,3,2,3,1,3,1,2,1,1,2,1
"3",3,3,1,2,2,3,3,1,1,3,2,3,3
"4",3,3,3,3,2,3,1,3,2,2,3,1,1
"5",1,2,2,3,2,2,3,3,2,3,2,2,2
"6",1,2,2,1,3,3,2,1,2,2,3,3,3
"7",2,3,2,2,3,1,1,3,3,3,3,3,2
"8",1,3,1,3,1,1,2,1,3,2,2,1,2
"9",3,2,2,2,1,1,1,2,2,1,2,1,3
"10",2,1,1,1,2,1,2,3,2,1,2,3,1
"11",3,1,2,3,1,2,3,1,3,1,3,3,1
"12",1,2,1,2,2,2,1,2,3,2,1,3,1
"13",2,1,1,2,1,3,3,2,2,2,3,2,2
"14",3,1,2,1,2,1,1,1,1,2,1,2,2
"15",3,1,3,2,3,2,2,3,3,2,2,2,3
"16",2,1,1,3,3,2,1,1,2,3,1,1,3
"17",1,1,2,2,1,3,2,3,1,3,1,1,1
"18",1,3,1,1,1,2,1,3,1,1,3,2,3
"19",3,3,3,1,1,2,2,2,2,3,1,3,2
"20",2,3,2,3,2,3,2,2,3,1,1,2,3
"21",2,2,3,1,1,3,1,1,3,3,2,2,1
"22",1,1,3,3,3,3,1,2,1,1,2,3,2
"23",3,2,1,3,3,1,2,2,1,3,3,2,1
"24",3,2,1,1,3,3,3,3,3,1,1,1,2
"25",2,2,3,2,2,2,2,1,1,1,3,1,2
"26",1,1,3,1,2,1,3,2,3,3,3,1,3
"27",2,2,3,3,1,1,3,3,1,2,1,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
