"","V1","V2","V3","V4","V5","V6","V7"
"1",1,1,1,2,2,3,3
"2",3,2,3,1,2,1,1
"3",2,2,2,1,3,2,1
"4",3,1,2,1,2,2,3
"5",2,2,3,3,1,3,1
"6",2,3,3,3,2,1,2
"7",3,1,3,2,1,3,2
"8",3,3,3,1,1,2,1
"9",1,3,3,2,3,3,1
"10",1,1,3,3,1,1,3
"11",3,1,1,3,2,3,1
"12",3,1,3,2,3,1,1
"13",1,2,1,2,1,1,1
"14",2,2,1,2,3,3,2
"15",2,1,3,1,2,3,2
"16",1,1,3,1,3,2,2
"17",1,1,2,1,1,3,1
"18",1,2,1,1,2,2,2
"19",2,3,2,2,1,3,3
"20",3,2,3,3,3,2,2
"21",2,2,3,2,1,2,3
"22",1,2,3,1,3,3,3
"23",2,3,1,1,2,3,1
"24",2,3,3,2,3,1,3
"25",3,2,2,3,3,1,3
"26",3,1,1,2,3,2,3
"27",1,3,2,1,2,1,3
"28",3,3,3,3,2,3,3
"29",2,1,2,3,3,3,3
"30",3,3,1,2,1,2,2
"31",2,1,2,2,2,1,1
"32",3,3,2,1,3,3,2
"33",1,3,1,1,3,1,1
"34",2,3,1,3,3,2,1
"35",3,2,1,1,1,3,3
"36",1,2,2,2,2,1,2
"37",3,3,1,2,2,1,2
"38",1,2,2,3,1,3,2
"39",1,1,1,3,3,1,2
"40",2,1,2,3,1,2,2
"41",1,3,1,3,1,2,3
"42",2,2,1,3,2,2,3
"43",1,1,3,3,2,2,1
"44",2,2,2,1,1,1,2
"45",2,1,1,1,1,1,3
"46",1,3,2,2,3,2,2
"47",3,2,2,2,2,2,1
"48",3,3,2,3,1,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
