"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,3,1,3,3,2,1,1,3,2,3,1,1,2,1,3
"2",2,2,2,2,1,2,2,1,1,2,3,3,1,3,2,2
"3",2,2,2,3,1,2,3,3,3,1,2,1,2,1,1,1
"4",2,1,3,2,2,2,1,2,1,3,3,2,3,1,1,1
"5",3,3,3,2,3,2,2,3,2,3,2,3,2,1,3,3
"6",1,1,3,2,3,1,1,3,3,2,1,1,1,1,2,1
"7",2,1,2,1,1,1,1,1,3,3,2,3,3,2,3,3
"8",1,2,1,1,3,2,1,3,1,3,1,2,2,2,2,2
"9",1,1,1,3,1,2,2,1,2,3,1,1,1,3,3,1
"10",1,3,1,2,1,3,3,2,3,3,1,3,3,1,1,2
"11",2,2,3,1,2,3,2,3,2,2,1,1,3,3,1,3
"12",1,2,1,2,2,1,3,3,3,1,3,2,1,3,3,3
"13",3,2,1,3,2,1,2,2,1,2,2,1,3,1,3,2
"14",3,3,2,2,2,3,1,1,1,1,1,1,2,3,3,1
"15",3,2,3,1,1,3,1,1,2,1,2,2,1,1,1,2
"16",2,3,1,1,2,3,2,2,3,3,2,2,1,2,2,1
"17",2,3,1,3,1,1,1,3,2,1,3,3,3,3,2,1
"18",1,3,2,1,3,3,3,1,1,2,3,2,3,1,3,1
"19",1,3,3,2,2,2,3,1,2,1,2,1,3,2,2,2
"20",1,1,2,3,2,3,1,2,2,2,2,3,2,1,2,3
"21",2,1,1,2,3,1,3,1,2,2,2,2,2,3,1,2
"22",3,3,3,1,1,1,3,2,1,3,3,1,2,3,2,3
"23",1,2,2,1,3,1,2,2,2,1,3,3,2,2,1,1
"24",3,1,3,3,1,3,2,3,3,2,3,2,2,2,3,2
"25",3,1,2,3,2,1,3,3,1,3,1,3,1,2,1,2
"26",3,1,2,1,3,2,2,2,3,1,1,2,3,3,2,3
"27",2,2,3,3,3,3,3,2,1,1,1,3,1,2,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
