"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,2,3,2,3,1,1,3
"2",1,1,2,1,2,1,3,3,3
"3",3,3,1,3,3,3,3,3,3
"4",3,2,1,2,2,2,3,3,2
"5",1,1,2,2,3,3,3,2,1
"6",3,3,2,3,2,1,2,2,1
"7",1,3,2,2,1,3,1,3,2
"8",3,2,3,3,3,3,1,2,2
"9",3,1,2,1,1,3,3,1,2
"10",1,1,1,1,2,2,2,2,1
"11",1,1,1,3,3,2,3,1,2
"12",2,2,3,2,3,1,3,1,1
"13",2,3,1,3,3,2,1,2,3
"14",2,1,3,2,2,1,1,2,2
"15",3,3,1,2,1,3,2,1,1
"16",1,2,1,1,3,1,1,3,1
"17",1,3,3,2,1,2,3,2,3
"18",2,2,3,1,1,2,1,1,3
"19",2,3,3,1,2,3,3,3,1
"20",1,2,3,3,2,3,2,3,3
"21",2,2,1,1,1,3,2,2,2
"22",3,2,2,2,3,2,2,1,3
"23",2,2,2,3,1,1,3,2,1
"24",2,1,1,2,1,1,2,3,3
"25",1,3,3,3,1,1,2,1,2
"26",3,1,3,3,1,2,1,3,1
"27",2,3,2,1,3,2,2,3,2
"28",3,3,1,1,2,1,1,1,2
"29",1,2,2,2,2,2,1,1,1
"30",3,1,3,1,3,1,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
