"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,1,3,2,2,1,3
"2",1,1,1,3,1,1,2,3
"3",3,2,2,1,1,3,3,3
"4",1,1,2,1,2,1,1,1
"5",2,3,3,3,2,3,3,3
"6",2,2,1,2,3,1,3,3
"7",3,2,1,1,3,2,2,1
"8",1,3,1,1,2,2,3,2
"9",1,2,3,3,1,3,2,2
"10",1,3,2,2,3,3,3,1
"11",3,3,2,3,3,1,2,2
"12",2,2,2,3,1,2,1,1
"13",3,3,1,2,1,3,1,2
"14",3,2,3,2,2,1,1,2
"15",1,2,2,2,2,2,2,3
"16",1,3,3,1,3,2,1,3
"17",3,1,3,3,3,1,3,1
"18",2,1,2,1,3,3,1,2
"19",2,1,1,2,2,3,2,1
"20",2,1,3,2,1,2,3,2
"21",2,3,3,1,1,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
