"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,1,2,4,1,2,3,2,2,4,2,2,3,3
"2",3,3,4,4,3,4,1,2,3,1,2,2,4,4
"3",3,4,1,4,2,4,4,1,4,4,4,1,3,1
"4",1,1,4,1,4,3,4,4,4,3,3,3,4,4
"5",4,3,4,2,4,2,3,2,4,1,4,2,2,2
"6",1,4,3,1,1,4,1,2,3,3,1,1,2,2
"7",2,2,3,3,2,3,3,4,3,2,4,2,4,3
"8",4,1,1,3,3,1,2,4,3,4,3,3,2,2
"9",1,2,1,1,2,2,2,3,3,1,1,4,3,4
"10",4,2,2,1,4,4,2,2,1,4,4,4,4,3
"11",3,3,2,4,3,2,2,4,4,3,1,1,1,3
"12",2,4,3,1,3,2,4,1,1,1,3,3,2,3
"13",3,3,1,1,1,1,4,4,2,2,2,4,4,2
"14",4,4,2,3,1,2,1,1,3,2,4,3,1,4
"15",4,4,1,1,3,3,3,3,1,2,1,2,1,1
"16",1,3,4,3,2,3,2,1,1,4,2,4,1,2
"17",2,3,2,2,1,4,3,3,3,4,3,3,1,1
"18",2,1,4,4,4,4,3,1,2,2,1,4,2,4
"19",4,4,3,2,2,1,3,4,1,3,2,1,3,4
"20",2,4,1,3,4,2,2,2,2,3,3,1,4,1
"21",3,3,3,3,4,3,4,3,2,4,1,3,3,4
"22",4,2,3,4,2,1,4,2,4,2,3,4,1,1
"23",3,1,3,2,1,1,2,1,4,1,1,2,4,1
"24",2,1,2,2,3,3,1,3,4,2,2,4,3,2
"25",1,1,4,2,3,1,4,3,2,1,4,1,1,3
"26",2,2,4,4,1,1,1,3,1,3,4,3,3,2
"27",1,2,2,3,4,4,1,4,1,1,2,1,2,1
"28",3,2,1,2,2,3,1,1,2,3,3,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
