"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4,4,3,2,1,3,2,1,2,4,4,1,4,1,3,1,3,1,3
"2",1,3,1,4,1,3,4,4,3,4,4,3,1,3,1,2,3,3,1
"3",1,1,4,1,1,1,2,3,1,3,3,4,4,4,2,2,1,3,2
"4",4,2,1,2,3,1,2,4,4,1,2,2,1,4,3,1,3,3,2
"5",3,2,2,3,4,3,3,4,1,4,3,1,1,2,2,3,2,4,2
"6",1,3,2,3,3,2,1,3,2,4,1,1,2,4,3,2,4,4,4
"7",2,4,3,1,2,2,3,4,1,2,1,3,2,1,3,3,3,3,4
"8",2,1,2,2,2,1,4,1,3,4,3,3,3,4,4,1,2,4,4
"9",4,4,4,3,4,2,3,1,1,2,2,3,4,4,4,2,4,1,1
"10",3,2,1,4,1,1,2,3,2,2,4,4,2,1,4,4,2,4,1
"11",3,3,3,4,1,4,2,2,4,4,2,3,3,4,3,3,1,1,1
"12",1,2,2,4,2,2,2,1,4,2,4,1,4,3,4,3,1,2,3
"13",4,4,4,3,2,4,1,4,4,3,4,4,2,3,2,4,2,1,4
"14",4,4,2,4,4,4,4,3,2,2,3,2,3,3,3,4,1,3,3
"15",3,1,4,2,3,3,1,3,3,2,2,3,4,3,2,3,3,4,3
"16",2,1,2,4,2,1,1,4,2,3,2,1,3,2,1,2,3,1,2
"17",2,1,4,4,1,2,4,2,4,1,1,4,1,2,3,1,4,4,3
"18",2,2,4,1,3,2,3,2,2,1,4,2,3,3,2,2,2,1,1
"19",2,1,1,3,4,3,2,2,1,3,1,2,2,4,1,4,2,2,3
"20",3,3,1,1,2,3,3,2,2,3,2,4,1,3,3,1,1,2,4
"21",4,2,3,3,2,1,1,2,2,1,3,3,1,1,1,3,4,2,3
"22",4,2,4,1,4,2,4,3,4,4,2,1,3,1,1,4,3,2,4
"23",3,4,2,1,3,3,1,1,1,1,4,4,3,4,1,4,4,3,2
"24",3,4,1,2,1,2,4,1,3,3,3,2,2,2,2,3,4,2,2
"25",2,3,2,3,3,4,4,2,4,2,3,4,4,1,2,1,3,2,1
"26",3,4,3,2,4,1,1,2,4,2,1,1,1,2,1,2,2,3,1
"27",4,1,3,4,3,4,3,1,3,3,1,2,1,1,1,2,1,4,4
"28",1,3,1,1,1,4,1,1,1,1,2,2,4,2,4,3,2,4,4
"29",1,2,3,2,3,3,4,3,1,3,4,3,2,2,4,1,1,1,2
"30",1,3,1,2,4,1,3,4,3,1,1,4,3,1,2,4,1,1,3
"31",2,3,4,3,2,4,3,3,3,4,1,2,4,2,4,4,4,3,2
"32",1,1,3,1,4,4,2,4,3,1,3,1,2,3,4,1,4,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
