"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,2,2,3,1,1,1
"2",2,3,1,1,1,3,2,1
"3",2,1,2,1,2,2,2,2
"4",3,1,3,1,3,3,3,1
"5",1,3,2,2,1,1,2,2
"6",1,1,3,3,1,3,1,2
"7",2,1,2,2,1,1,3,3
"8",2,2,3,3,2,1,1,1
"9",2,3,2,3,2,3,1,3
"10",1,2,2,1,2,3,3,2
"11",1,2,3,2,1,2,2,1
"12",2,2,1,3,1,2,3,2
"13",1,1,1,3,2,1,2,1
"14",1,2,1,2,3,3,3,3
"15",3,2,1,3,3,3,2,2
"16",3,3,1,2,2,2,3,1
"17",3,1,3,2,2,3,2,3
"18",3,3,1,1,2,1,1,2
"19",3,3,3,3,1,1,3,3
"20",2,2,3,1,3,1,2,3
"21",2,3,3,2,3,2,1,2
"22",1,3,2,3,3,2,3,1
"23",1,1,1,1,3,2,1,3
"24",3,2,2,1,1,2,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
