"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,3,3,4,3,4,2,3,2,2,4,2,4,4,4,4
"2",4,1,4,3,2,4,4,3,1,4,4,1,4,3,2,3
"3",1,4,3,3,1,1,3,2,2,4,3,1,1,1,4,3
"4",1,4,4,2,4,4,3,1,3,2,1,2,4,2,3,2
"5",1,3,4,1,3,3,2,2,2,3,2,4,2,2,2,3
"6",3,3,4,2,1,2,1,4,4,1,1,2,1,4,2,3
"7",1,2,3,1,2,2,2,1,4,1,4,1,4,2,1,1
"8",4,3,3,2,4,3,3,1,1,1,3,3,2,3,1,4
"9",3,2,2,4,4,1,4,1,2,4,1,3,3,2,2,3
"10",3,1,2,3,3,4,4,4,3,1,2,1,1,2,1,4
"11",4,2,2,2,2,3,1,3,2,2,1,3,1,1,1,2
"12",2,1,1,4,1,4,2,4,1,2,1,4,2,2,4,3
"13",1,1,1,1,4,3,1,4,2,4,4,2,1,3,4,1
"14",4,4,1,4,2,3,1,1,3,1,2,1,3,4,3,3
"15",4,3,3,1,2,1,4,4,3,3,1,4,3,3,4,2
"16",4,3,1,3,1,2,2,3,3,3,3,2,3,2,1,1
"17",3,2,1,2,3,1,2,1,1,3,3,1,1,3,3,2
"18",2,1,3,4,4,1,1,3,3,1,3,4,4,1,2,2
"19",2,4,1,1,2,2,3,4,2,2,3,3,4,4,2,4
"20",1,2,2,4,4,2,3,3,4,2,2,4,1,3,3,4
"21",2,3,4,4,2,4,4,1,4,3,3,3,1,1,4,1
"22",2,4,3,2,2,1,1,3,1,4,2,2,2,2,3,1
"23",2,2,4,3,3,3,3,4,4,4,2,2,3,4,4,2
"24",1,2,2,2,1,4,4,2,2,1,3,4,3,4,3,1
"25",2,2,4,3,1,1,1,2,3,2,4,3,2,3,1,4
"26",3,1,4,1,4,2,4,2,1,2,2,1,3,1,4,1
"27",3,4,2,1,1,4,2,2,4,4,2,3,4,3,1,2
"28",3,1,3,3,1,3,3,1,3,3,1,4,2,4,2,1
"29",2,4,2,2,4,3,2,4,4,3,4,1,3,1,2,4
"30",4,1,1,1,3,1,3,3,4,1,4,3,2,1,3,3
"31",1,4,2,4,3,2,4,2,1,3,4,2,2,4,1,2
"32",4,3,1,3,3,2,1,2,1,4,1,4,4,1,3,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
