"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,3,3,3,2,1,1,1,2
"2",1,3,3,1,2,2,2,3,3
"3",3,1,1,3,1,3,3,1,2
"4",3,1,2,1,2,1,2,1,1
"5",1,2,1,2,2,2,1,1,3
"6",2,2,2,1,3,3,1,1,3
"7",2,1,1,1,3,2,2,2,2
"8",3,3,3,3,3,2,3,3,3
"9",1,2,2,3,1,2,2,1,2
"10",3,2,1,1,1,1,1,3,3
"11",1,3,1,3,3,1,3,2,3
"12",2,3,1,2,2,3,2,1,2
"13",2,1,3,2,1,1,1,1,3
"14",1,2,3,3,1,3,1,3,1
"15",3,2,3,1,2,3,2,3,2
"16",3,3,1,2,3,3,1,3,1
"17",1,1,2,3,2,3,2,2,3
"18",1,1,1,3,3,1,1,1,1
"19",2,1,1,1,2,1,3,3,3
"20",2,2,3,2,3,2,3,1,1
"21",2,3,2,3,3,1,2,3,1
"22",1,1,1,2,1,2,2,3,1
"23",3,2,1,3,2,2,3,2,1
"24",1,1,2,2,3,3,3,3,2
"25",1,3,1,1,1,3,1,2,2
"26",3,1,3,1,1,2,1,2,1
"27",3,1,3,2,3,3,2,1,3
"28",2,1,2,3,2,2,1,3,2
"29",2,2,1,3,1,3,2,2,3
"30",3,2,2,2,3,1,1,2,2
"31",2,1,3,3,2,3,3,2,1
"32",3,3,2,2,1,1,2,2,3
"33",2,3,3,1,1,1,3,3,2
"34",1,2,3,1,3,1,2,2,1
"35",2,3,2,2,2,2,1,2,1
"36",2,2,2,2,1,2,3,3,3
"37",1,2,3,2,2,1,3,2,2
"38",3,3,2,1,3,2,3,1,2
"39",1,3,2,1,1,3,3,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
