"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,2,3,2,2,1
"2",1,1,3,1,1,1,1
"3",2,2,1,2,1,3,2
"4",1,1,2,2,3,3,1
"5",1,2,3,1,3,2,2
"6",2,3,1,1,2,3,2
"7",2,3,3,2,1,2,3
"8",2,1,2,3,2,3,3
"9",2,1,3,1,3,3,2
"10",1,1,1,3,2,2,2
"11",3,1,3,1,1,3,1
"12",2,2,2,2,2,1,2
"13",1,3,1,2,3,2,1
"14",2,2,2,1,1,2,3
"15",1,2,2,2,3,3,3
"16",3,2,1,1,3,1,2
"17",1,1,3,3,3,1,3
"18",1,3,2,1,2,1,3
"19",3,3,1,3,3,3,3
"20",3,3,2,2,1,3,1
"21",3,2,1,2,2,2,3
"22",2,3,3,3,2,1,3
"23",1,3,2,3,1,3,2
"24",3,2,3,1,2,3,3
"25",2,1,2,3,3,2,2
"26",1,3,1,3,1,1,2
"27",3,3,3,2,3,1,2
"28",3,1,1,3,1,3,3
"29",1,1,1,1,1,2,3
"30",3,1,2,1,2,1,2
"31",1,2,3,2,1,1,3
"32",2,3,1,1,3,2,1
"33",3,3,2,1,3,2,3
"34",2,3,2,1,1,1,1
"35",3,1,1,2,2,1,1
"36",3,1,2,2,1,2,2
"37",2,1,3,2,2,2,1
"38",3,2,3,3,1,2,2
"39",2,1,1,2,3,1,3
"40",1,2,1,1,2,3,1
"41",3,3,3,3,2,2,1
"42",1,3,3,2,2,3,2
"43",3,2,2,3,3,1,1
"44",2,2,1,3,1,1,1
"45",2,2,3,3,3,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
