"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,1,1,2,1,2,3,2
"2",1,1,3,2,3,3,1,2,1
"3",2,3,3,2,1,2,3,3,2
"4",3,3,1,3,1,1,1,3,1
"5",2,2,3,2,2,1,2,2,3
"6",3,2,2,1,3,2,2,3,1
"7",2,3,2,2,3,1,1,1,2
"8",3,3,1,2,3,3,2,3,3
"9",3,2,3,1,2,3,1,1,2
"10",2,1,2,3,2,3,1,3,2
"11",1,2,1,2,1,1,3,1,1
"12",3,1,2,2,2,2,3,1,3
"13",2,3,1,1,2,3,3,2,1
"14",1,3,2,1,1,2,1,2,3
"15",1,3,3,3,2,2,2,1,1
"16",3,1,1,3,1,2,2,2,2
"17",2,2,1,3,3,2,1,1,3
"18",3,1,3,1,3,1,3,2,3
"19",1,2,3,3,1,3,3,3,3
"20",2,1,2,1,1,3,2,1,1
"21",1,2,2,3,3,1,3,2,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
