"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",3,4,4,1,1,2,3,4,1,3,2,1,3,2,4,2,1,3
"2",2,1,1,3,4,4,3,3,4,1,2,2,3,4,1,4,3,3
"3",1,1,1,2,2,1,4,2,1,3,4,2,3,1,3,2,2,4
"4",2,3,3,2,1,3,1,1,1,4,2,3,1,1,2,1,2,3
"5",3,1,3,4,4,1,1,4,2,2,1,4,4,4,1,1,2,4
"6",2,4,3,4,1,1,4,3,3,3,3,3,2,3,2,3,4,4
"7",1,2,2,1,1,1,2,4,4,1,4,1,3,4,2,3,2,1
"8",4,1,4,3,1,3,2,3,4,3,3,4,1,3,3,1,2,2
"9",3,1,2,1,3,3,4,3,3,4,2,3,4,4,3,2,3,1
"10",3,2,3,3,4,2,4,2,2,4,4,1,1,3,4,3,3,3
"11",2,4,3,4,3,3,2,2,2,1,4,2,4,2,1,2,2,2
"12",4,4,2,4,2,2,1,2,1,2,2,1,2,4,3,4,3,2
"13",3,4,1,1,4,4,4,1,4,2,1,2,1,3,2,2,4,2
"14",1,3,1,1,4,2,2,3,2,1,2,4,1,1,3,3,1,4
"15",3,2,1,4,2,3,2,1,3,1,3,1,2,1,4,1,4,4
"16",4,3,2,2,4,1,3,3,3,4,1,2,2,2,4,1,2,2
"17",1,3,2,3,2,4,3,4,3,2,3,4,4,2,2,2,3,3
"18",1,3,4,2,1,2,4,1,2,2,3,2,4,4,4,4,4,1
"19",1,1,3,1,2,1,2,1,4,4,1,3,4,2,4,4,4,3
"20",2,1,2,3,3,2,3,1,3,3,1,1,1,1,2,4,1,1
"21",2,2,4,2,2,2,2,3,1,2,1,3,2,3,1,2,3,1
"22",4,2,4,3,3,1,4,2,1,1,2,4,3,2,2,1,4,1
"23",4,3,3,2,3,3,3,1,4,2,4,4,3,3,3,4,1,4
"24",1,2,2,1,3,4,1,2,2,3,3,2,2,3,1,1,1,3
"25",4,4,4,2,3,4,1,4,4,4,3,1,1,1,1,3,3,4
"26",4,2,1,4,4,3,3,4,1,3,4,3,4,1,1,3,4,2
"27",2,3,4,4,2,4,1,2,3,4,1,4,3,4,4,3,1,2
"28",3,4,1,3,1,4,1,4,2,1,4,3,2,2,3,4,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
