"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,3,3,2,1,3,1,1,1,2,3
"2",2,1,1,1,1,2,1,1,2,1,2,2
"3",3,3,2,3,1,3,2,1,1,3,3,2
"4",2,2,3,2,1,3,2,2,2,1,3,3
"5",2,2,2,1,3,3,3,3,3,1,1,1
"6",1,1,1,3,2,1,2,3,3,1,3,2
"7",3,1,3,1,2,3,3,2,1,2,1,2
"8",2,1,2,2,2,2,2,1,3,3,1,3
"9",3,2,1,2,2,3,1,3,1,3,2,1
"10",1,2,3,1,1,1,2,1,3,2,2,1
"11",1,3,1,2,3,2,2,2,1,1,1,1
"12",3,3,1,1,1,1,1,2,3,3,1,3
"13",1,1,3,3,1,2,3,3,2,3,1,1
"14",2,1,2,3,3,1,1,2,1,2,3,1
"15",3,2,1,3,3,2,3,1,2,2,3,3
"16",3,3,3,2,3,2,1,3,3,2,2,2
"17",1,2,2,2,3,1,3,2,2,3,2,2
"18",1,3,2,1,2,3,1,3,2,2,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
