"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,3,3,3,2,3,3,3,3,3,2,2,1,3,1,1,1,2,3
"2",1,2,2,2,1,2,2,2,3,2,2,3,3,3,3,3,1,3,3
"3",1,2,2,1,3,1,2,3,2,3,3,2,3,2,2,2,1,2,1
"4",1,1,2,2,1,3,1,3,1,3,1,1,1,3,3,2,2,2,1
"5",2,3,1,2,2,2,1,2,1,1,1,2,2,2,2,3,1,2,3
"6",3,3,1,1,1,1,1,3,3,2,3,1,1,3,2,3,1,1,2
"7",3,1,1,2,1,3,3,1,1,3,2,3,3,1,2,1,1,2,2
"8",3,3,1,1,3,3,2,2,3,1,1,3,2,3,1,2,3,2,1
"9",1,1,1,3,2,3,1,2,2,2,3,2,3,1,3,3,3,2,2
"10",2,2,1,3,2,1,1,2,3,3,2,3,1,2,3,2,2,3,2
"11",2,3,3,2,2,3,2,1,3,2,3,1,3,1,2,2,2,3,1
"12",1,3,3,3,1,1,3,3,1,2,3,3,2,2,1,3,3,3,1
"13",3,3,2,1,2,1,3,2,1,2,2,2,2,1,3,1,2,1,1
"14",1,2,1,1,1,3,1,1,2,1,2,2,2,3,1,2,2,3,3
"15",3,1,2,3,1,1,2,1,3,1,1,2,1,2,2,1,3,3,3
"16",3,1,3,1,2,2,1,1,2,3,1,3,3,3,1,3,1,3,1
"17",2,1,2,3,1,2,3,2,2,1,3,3,1,1,2,2,1,1,1
"18",3,1,3,3,3,3,2,2,2,3,2,1,2,2,2,3,2,1,3
"19",2,2,3,1,1,2,3,2,2,2,1,1,3,2,1,1,2,2,2
"20",3,3,2,2,3,2,3,1,2,1,2,1,1,2,3,2,3,2,2
"21",1,2,1,3,2,2,2,3,1,1,2,1,3,3,2,1,3,1,1
"22",1,3,3,2,3,1,1,3,2,1,1,3,3,1,3,1,2,1,3
"23",2,2,2,1,3,3,1,1,1,2,3,3,1,2,1,1,3,1,3
"24",2,1,3,3,3,1,2,1,1,2,1,2,2,3,3,2,1,1,2
"25",3,2,3,2,3,2,2,3,1,1,3,2,1,1,1,3,2,3,2
"26",1,2,2,2,2,1,3,1,3,3,1,1,2,1,1,3,3,1,2
"27",2,1,1,1,3,2,3,3,3,3,3,1,2,1,3,1,3,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
