"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,1,2,3,2,3,3
"2",3,2,1,3,3,1,1,3
"3",2,2,3,3,1,3,3,3
"4",2,1,1,1,2,2,1,1
"5",3,1,3,2,2,2,3,3
"6",3,2,2,3,2,2,3,1
"7",3,3,3,3,1,1,1,2
"8",1,3,2,2,3,2,1,1
"9",3,1,1,3,1,2,2,2
"10",1,3,1,1,1,3,1,3
"11",2,1,3,1,3,1,1,3
"12",2,3,1,2,1,1,3,1
"13",1,3,2,1,2,1,3,3
"14",3,3,1,2,2,3,2,2
"15",3,3,3,1,3,2,3,2
"16",1,1,3,3,2,3,2,3
"17",3,2,2,1,1,3,1,1
"18",1,1,2,2,1,3,3,2
"19",1,2,3,1,2,1,3,2
"20",1,3,1,3,3,1,2,1
"21",1,1,3,1,1,2,2,1
"22",3,2,3,2,3,3,2,1
"23",3,1,2,2,1,1,2,3
"24",2,1,2,3,3,1,3,2
"25",2,3,2,3,1,2,2,3
"26",1,1,1,2,2,1,1,2
"27",2,2,2,2,2,1,2,1
"28",3,1,1,1,3,3,3,1
"29",1,2,2,3,3,3,1,2
"30",2,3,3,3,2,3,1,1
"31",2,3,2,1,3,3,2,2
"32",2,2,3,2,1,2,1,2
"33",2,2,1,1,2,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
