"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,1,3,2,2,2,3
"2",3,2,3,3,3,1,2,1
"3",1,1,2,3,2,2,3,3
"4",1,1,2,3,1,1,2,2
"5",2,2,1,3,3,1,3,2
"6",1,3,1,3,1,3,1,3
"7",1,1,3,1,3,3,2,1
"8",3,2,2,1,2,1,1,2
"9",2,3,2,1,2,1,2,1
"10",2,2,2,1,3,2,2,3
"11",3,1,3,3,3,2,3,2
"12",2,3,1,1,2,2,3,2
"13",3,3,1,1,1,2,1,1
"14",3,3,2,3,3,2,1,1
"15",3,1,1,1,2,3,2,2
"16",2,2,1,2,3,3,1,1
"17",3,3,3,2,1,3,2,2
"18",1,2,3,2,2,2,1,2
"19",2,1,2,2,1,2,2,1
"20",2,3,3,2,3,1,3,3
"21",1,2,1,2,1,1,2,3
"22",1,2,3,1,1,2,3,1
"23",2,1,3,2,2,2,1,3
"24",3,1,1,2,2,1,3,1
"25",1,1,1,1,3,1,1,3
"26",3,2,3,1,1,3,3,3
"27",1,2,2,2,2,3,3,1
"28",1,3,2,1,3,3,3,2
"29",1,3,1,2,3,2,2,2
"30",1,3,3,3,2,1,1,1
"31",2,2,2,3,1,3,1,2
"32",3,3,2,2,1,1,3,3
"33",3,1,2,2,3,3,1,3
"34",2,3,3,3,2,3,2,3
"35",2,1,1,3,1,3,3,1
"36",2,1,3,1,1,1,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
