"","V1","V2","V3","V4","V5","V6"
"1",1,1,2,3,2,1
"2",3,3,3,3,2,1
"3",3,1,2,3,1,3
"4",2,3,3,1,3,1
"5",3,1,3,1,3,3
"6",3,3,1,2,3,3
"7",2,2,2,1,2,1
"8",3,2,1,1,1,3
"9",3,1,2,2,3,2
"10",1,3,3,1,2,3
"11",2,3,3,3,1,3
"12",1,3,2,2,3,1
"13",1,2,2,3,1,2
"14",1,3,1,1,3,2
"15",3,2,2,3,3,1
"16",2,1,3,2,2,3
"17",1,2,1,2,2,2
"18",1,1,1,2,1,3
"19",1,2,1,1,3,1
"20",3,1,1,2,2,2
"21",3,3,1,3,3,2
"22",2,3,2,2,1,3
"23",2,2,3,3,1,2
"24",3,3,2,1,1,2
"25",2,1,1,1,1,2
"26",2,1,2,2,1,1
"27",2,2,3,2,3,2
"28",1,2,3,3,3,3
"29",3,2,3,2,1,1
"30",1,3,3,2,1,2
"31",2,2,2,1,3,3
"32",3,1,1,1,2,1
"33",1,1,3,1,1,1
"34",1,1,3,3,3,2
"35",2,3,2,3,2,2
"36",1,1,2,1,2,3
"37",3,2,3,1,2,2
"38",2,1,1,3,3,1
"39",2,3,1,2,2,1
"40",1,3,1,3,1,1
"41",2,2,1,3,2,3
"42",3,2,2,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
