"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,1,2,1,2,1,4,2,3,1,4,3
"2",2,3,3,4,3,1,4,2,2,2,1,4
"3",1,4,2,4,1,1,3,2,4,2,3,2
"4",4,1,3,4,1,4,4,4,1,4,2,4
"5",4,3,3,2,4,4,2,2,3,4,3,1
"6",3,4,3,2,2,2,4,1,4,1,2,1
"7",4,2,4,4,2,2,2,3,3,3,4,1
"8",4,3,1,1,4,2,3,4,2,1,2,2
"9",3,2,2,3,4,4,4,4,3,2,1,2
"10",2,1,3,1,4,1,1,3,4,3,1,2
"11",3,2,3,4,1,3,1,3,2,1,3,3
"12",1,3,1,2,1,3,4,3,1,2,4,1
"13",4,2,2,2,3,2,1,3,4,2,2,4
"14",3,2,2,1,3,3,2,2,1,4,2,2
"15",4,4,4,1,1,2,2,1,1,3,1,3
"16",4,1,3,3,3,3,3,1,1,2,4,2
"17",1,3,4,3,2,4,1,2,1,1,1,2
"18",2,3,4,1,2,3,1,4,3,2,3,4
"19",1,4,2,4,4,3,1,1,2,3,4,4
"20",1,4,4,3,3,3,3,3,3,4,2,3
"21",2,2,4,1,4,4,3,1,4,1,4,4
"22",2,1,1,2,2,4,2,1,2,2,2,3
"23",2,1,4,3,4,2,4,2,2,3,3,1
"24",3,3,1,4,3,4,4,1,4,3,3,3
"25",1,2,3,2,2,1,3,4,1,3,3,3
"26",2,3,2,3,1,2,2,4,4,4,4,3
"27",3,1,1,2,1,2,3,2,3,3,1,4
"28",1,2,1,3,1,1,1,1,3,4,2,1
"29",2,4,2,1,2,4,3,3,2,4,1,1
"30",3,4,4,2,3,1,1,4,2,4,4,2
"31",1,1,1,4,3,3,2,4,4,1,1,1
"32",3,4,1,3,4,1,2,3,1,1,3,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
