"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",4,1,1,3,2,1,1,3,1,2,2,2,2,2,2,3,4,3
"2",2,2,2,4,2,4,4,2,1,4,2,2,3,2,4,2,3,1
"3",3,2,3,4,3,1,1,1,4,1,2,3,4,3,1,1,4,4
"4",3,1,4,3,3,3,4,2,2,2,1,3,4,1,2,2,3,1
"5",4,2,4,2,1,1,2,2,1,3,4,4,2,3,2,1,3,2
"6",3,1,4,4,2,2,2,4,2,1,4,1,2,1,4,4,4,1
"7",2,4,3,4,1,1,3,3,3,4,4,3,2,3,2,3,1,1
"8",2,1,4,3,1,3,4,1,4,3,3,2,4,3,4,4,1,3
"9",2,3,2,2,1,3,1,2,3,1,3,4,3,1,2,4,4,4
"10",1,3,4,2,4,1,4,1,2,4,1,2,3,4,1,3,4,2
"11",1,3,1,1,1,4,1,1,2,2,4,3,1,2,4,1,1,1
"12",4,4,1,4,1,3,3,1,4,2,1,1,3,4,1,2,3,4
"13",3,4,3,2,1,1,4,4,1,1,3,4,1,1,4,2,2,3
"14",2,2,1,2,2,2,3,1,3,3,2,1,1,1,2,2,1,2
"15",2,3,3,1,3,3,2,2,1,2,1,1,1,3,4,3,4,2
"16",3,3,1,3,4,4,3,3,4,1,4,2,1,4,3,4,3,2
"17",3,2,1,2,4,3,2,4,4,4,1,4,3,2,4,3,2,3
"18",1,2,3,3,2,3,1,3,2,3,4,4,1,4,1,3,2,4
"19",1,3,4,4,2,2,2,3,4,4,3,3,4,1,3,2,3,3
"20",3,3,2,1,2,4,4,4,3,3,1,3,2,4,1,4,3,3
"21",4,2,3,2,3,4,2,4,3,2,3,2,3,4,3,2,1,1
"22",4,4,2,3,2,3,3,4,2,4,2,4,4,3,3,1,4,2
"23",1,1,1,1,3,2,4,1,3,1,3,4,2,3,3,3,3,4
"24",2,1,2,4,4,1,2,3,3,2,2,4,4,4,4,1,2,2
"25",4,4,4,4,3,4,1,2,3,4,3,1,1,2,1,4,2,2
"26",3,4,4,1,4,4,1,3,2,3,2,1,3,3,3,2,1,4
"27",1,3,3,3,4,2,4,4,4,2,2,1,2,2,2,1,2,1
"28",1,4,2,3,4,1,2,1,1,3,1,3,2,1,3,4,1,4
"29",1,1,2,2,3,4,3,3,1,1,4,1,3,2,1,1,1,3
"30",4,1,2,1,4,2,3,2,4,3,3,3,1,1,1,3,4,1
"31",4,2,3,1,1,2,3,2,2,1,1,2,4,2,3,4,2,3
"32",2,4,1,1,3,2,1,4,1,4,4,2,4,4,2,1,2,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
