"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,1,2,3,3,1,2,3,2,2
"2",3,2,2,2,2,1,2,3,3,1,1
"3",3,3,2,1,3,1,1,3,1,3,2
"4",2,3,2,3,1,3,3,3,1,1,3
"5",3,2,2,2,1,2,3,2,2,3,2
"6",2,2,2,3,3,1,1,2,2,2,3
"7",3,1,3,3,3,3,3,1,2,3,3
"8",2,1,3,2,2,2,1,3,2,1,3
"9",2,2,1,3,1,2,1,3,2,3,1
"10",3,2,3,1,1,2,1,2,3,1,3
"11",2,1,2,2,3,2,2,1,1,3,1
"12",2,3,3,1,1,1,2,1,2,1,2
"13",3,3,2,1,2,3,1,1,2,2,1
"14",3,1,1,2,1,3,3,1,3,1,1
"15",1,1,2,1,1,3,2,2,3,3,3
"16",2,3,3,3,2,3,2,2,3,3,1
"17",1,1,1,1,1,1,1,3,1,2,1
"18",1,3,3,1,3,2,3,2,1,1,1
"19",3,2,3,3,3,3,2,3,1,2,1
"20",1,2,3,3,1,1,3,1,3,2,2
"21",1,3,1,3,2,2,2,1,2,2,3
"22",1,3,1,2,3,1,3,3,3,3,3
"23",2,2,1,1,2,1,3,1,1,3,3
"24",3,3,1,2,1,2,2,2,1,2,3
"25",2,1,2,1,2,2,3,3,3,2,2
"26",1,2,1,1,3,3,2,3,2,1,2
"27",1,1,2,3,3,2,1,1,3,1,2
"28",1,2,3,2,2,3,1,1,1,3,2
"29",1,1,3,2,2,1,3,2,2,2,1
"30",3,1,1,3,2,1,2,2,1,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
