"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,1,1,3,2,1,2,2,1,3,3,3
"2",1,3,1,3,1,2,1,1,3,2,2,1
"3",3,1,2,2,3,2,2,3,2,1,1,3
"4",3,1,3,2,3,1,1,1,1,2,2,1
"5",1,1,3,1,1,3,1,1,1,1,1,3
"6",2,3,3,3,3,1,2,3,1,1,2,2
"7",2,3,1,2,1,1,1,2,3,1,2,3
"8",1,2,1,1,2,2,3,2,3,1,1,2
"9",1,3,1,1,1,3,2,3,2,3,3,2
"10",2,1,3,3,2,3,3,1,2,1,2,2
"11",2,3,2,3,1,2,3,1,2,3,1,3
"12",3,2,2,3,1,1,2,1,3,2,3,2
"13",2,1,1,2,1,2,3,3,1,2,3,2
"14",2,2,2,1,2,2,1,3,1,3,2,3
"15",3,2,1,2,2,3,2,1,2,2,2,3
"16",2,2,2,2,3,3,1,2,3,1,3,3
"17",2,2,1,1,3,1,1,3,2,2,1,1
"18",1,1,2,1,3,2,2,2,3,2,2,2
"19",2,3,2,2,2,3,2,2,1,2,1,1
"20",3,3,1,1,3,3,3,1,1,1,3,1
"21",1,2,3,3,3,3,3,2,2,2,3,3
"22",1,3,2,3,2,1,1,3,2,1,3,1
"23",3,3,3,2,2,2,1,2,2,3,3,2
"24",2,1,3,1,2,2,2,1,3,3,3,1
"25",3,2,3,3,1,2,2,2,1,1,1,1
"26",3,1,2,1,1,1,3,2,2,3,2,1
"27",3,1,1,3,3,3,1,3,3,3,1,2
"28",3,3,3,1,2,1,3,3,3,2,1,3
"29",1,2,3,2,1,3,3,3,3,3,2,1
"30",1,2,2,2,3,1,3,1,1,3,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
