"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,3,1,2,3,2,3,2,2,2,2,2,2,3,1,2,1
"2",3,2,2,3,2,3,3,1,3,1,2,3,3,3,3,2,2
"3",1,1,3,3,2,1,3,2,3,2,1,3,2,2,2,3,2
"4",2,3,2,1,3,1,2,2,3,1,3,1,1,3,1,2,3
"5",1,3,3,2,1,2,2,1,3,1,2,2,3,1,2,3,2
"6",1,3,3,3,2,1,2,1,2,3,3,1,1,1,3,3,1
"7",1,1,2,2,3,3,1,2,1,1,3,2,3,2,3,3,1
"8",3,1,3,2,1,3,3,3,3,3,3,1,3,2,1,2,1
"9",1,2,1,1,3,2,3,2,3,1,1,1,1,1,3,1,1
"10",1,2,2,2,1,1,2,2,2,3,2,3,2,2,3,2,3
"11",2,3,3,1,1,3,1,2,2,3,1,3,3,3,3,1,2
"12",2,1,2,1,2,2,3,2,1,3,3,2,2,1,2,2,2
"13",3,2,3,1,1,3,2,2,1,2,3,3,1,3,2,3,1
"14",2,2,2,2,2,3,2,3,2,2,1,1,3,1,2,2,1
"15",2,1,3,3,3,3,2,3,3,2,2,2,2,3,3,1,3
"16",1,2,3,1,2,2,1,3,2,1,2,1,2,3,1,3,3
"17",1,3,2,3,1,2,3,3,1,2,3,3,3,3,2,1,3
"18",3,1,1,3,3,2,2,2,2,3,1,1,3,3,2,3,3
"19",3,2,1,2,1,2,1,1,3,2,3,1,2,1,3,1,2
"20",3,3,3,2,2,2,1,3,1,1,1,3,1,2,3,2,3
"21",3,2,3,3,2,1,1,2,1,2,2,2,3,1,1,1,3
"22",2,1,1,3,1,1,1,1,1,1,2,1,2,3,2,2,1
"23",2,2,3,2,3,1,3,1,2,1,3,2,1,2,2,1,2
"24",3,3,2,3,1,3,2,1,1,1,1,1,2,2,1,1,2
"25",1,1,1,3,3,3,1,3,2,2,3,3,1,1,1,2,2
"26",1,3,1,1,2,3,1,1,3,3,2,2,1,2,2,2,3
"27",3,3,2,1,3,1,1,3,3,3,2,3,2,1,2,1,1
"28",2,2,2,3,1,2,1,3,3,3,1,2,1,2,1,3,1
"29",3,1,2,1,1,1,3,1,2,2,1,2,1,1,3,3,3
"30",2,2,1,2,3,3,3,1,1,3,1,3,2,1,1,3,3
"31",2,3,1,1,3,1,3,3,1,2,2,1,3,2,3,3,2
"32",1,1,1,2,2,1,2,3,1,3,1,2,1,3,1,1,2
"33",2,1,1,1,2,2,2,1,2,1,3,3,3,2,1,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
