"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,2,3,1,2,2,1,3,2,3,3,2
"2",1,2,3,2,3,1,3,1,1,1,3,1
"3",1,3,1,1,1,1,1,2,2,1,2,3
"4",2,1,1,3,3,2,3,3,2,1,3,3
"5",2,1,3,3,1,3,1,3,1,3,2,1
"6",2,2,1,2,2,3,2,1,2,3,1,3
"7",3,3,1,2,3,1,1,3,1,3,1,2
"8",3,3,2,3,2,2,1,1,1,2,3,3
"9",1,2,3,3,3,3,1,2,3,2,1,3
"10",1,3,1,3,3,2,2,1,3,3,2,1
"11",3,2,1,1,1,2,3,3,3,2,1,1
"12",3,1,3,1,1,1,2,1,3,3,3,3
"13",3,1,2,1,3,3,1,1,2,1,1,1
"14",2,2,2,1,3,1,2,3,1,2,2,3
"15",2,3,3,3,1,1,3,1,2,2,1,2
"16",1,3,2,2,1,3,2,3,2,2,3,1
"17",3,2,2,3,2,1,3,2,2,3,2,1
"18",3,1,3,2,3,2,2,2,2,2,2,2
"19",2,2,2,2,1,2,1,1,3,1,2,2
"20",3,2,1,3,1,3,2,2,1,1,3,2
"21",2,3,3,1,2,2,2,2,1,1,1,1
"22",2,3,2,1,3,3,3,2,3,3,3,2
"23",1,1,2,2,1,2,3,2,1,3,1,3
"24",1,1,1,1,2,3,3,1,1,2,2,2
"25",3,3,3,2,2,3,3,3,3,1,2,3
"26",1,1,2,3,2,1,2,3,3,1,1,2
"27",2,1,1,2,2,1,1,2,3,2,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
