"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,1,2,1,1,1,3,3,1,2,2,2,2,2,2,2,3,2
"2",2,2,1,1,1,2,1,1,2,2,3,2,3,3,1,3,2,2
"3",1,1,3,2,3,2,1,3,1,2,1,2,1,1,3,3,1,2
"4",2,1,1,2,2,1,3,2,3,1,1,3,2,2,1,3,1,2
"5",3,2,1,3,3,1,1,3,1,1,2,3,3,3,2,3,3,1
"6",2,2,2,2,2,1,3,1,2,1,1,2,3,1,3,1,3,1
"7",3,1,2,3,1,3,1,2,3,3,2,2,3,1,2,1,1,2
"8",1,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2,2
"9",1,1,2,2,2,3,2,2,1,1,3,1,3,3,2,3,2,3
"10",1,3,1,2,1,2,3,3,2,3,3,3,3,2,2,1,1,1
"11",2,3,3,2,1,3,1,3,1,1,2,3,2,1,1,1,2,3
"12",2,1,1,1,1,3,2,3,2,3,1,2,2,3,3,3,3,3
"13",2,3,2,1,2,2,1,2,3,2,2,3,3,2,3,3,3,3
"14",1,3,3,3,2,2,2,1,2,3,2,1,2,1,2,3,3,2
"15",1,3,1,1,3,3,1,2,2,1,1,1,1,2,1,1,3,2
"16",2,1,2,3,3,3,2,1,2,2,1,3,1,2,2,2,2,1
"17",3,3,3,3,3,1,3,1,1,3,1,2,3,2,1,3,2,3
"18",1,3,1,3,3,1,2,2,3,2,3,2,2,1,3,1,2,1
"19",3,1,1,1,2,2,2,3,3,3,1,1,3,1,1,2,2,1
"20",1,1,3,1,2,1,2,1,2,2,2,3,1,3,1,1,1,3
"21",3,1,1,3,1,2,3,2,2,1,2,1,1,1,3,2,2,3
"22",2,2,3,1,3,1,1,2,2,3,3,1,2,1,2,2,1,3
"23",3,2,3,2,1,2,2,1,3,1,3,2,1,2,2,1,3,3
"24",2,3,3,3,2,3,3,3,3,1,3,2,1,3,2,2,1,1
"25",1,3,2,2,1,1,1,1,3,3,1,1,1,3,1,2,3,1
"26",2,2,2,3,2,1,2,3,1,3,3,1,1,2,3,1,2,2
"27",3,2,3,1,1,3,3,2,1,2,3,3,1,1,1,3,3,1
"28",3,3,2,1,3,2,2,1,1,1,3,3,2,3,3,2,1,2
"29",3,2,2,3,3,2,3,3,3,2,1,1,2,3,1,1,1,3
"30",3,2,1,2,2,3,1,1,1,2,2,1,2,2,3,2,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
