"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,1,2,1,1,3,1,2,2
"2",2,1,2,3,2,1,2,3,3,1
"3",1,3,3,3,3,1,2,2,1,2
"4",3,1,3,3,1,3,3,1,3,2
"5",1,2,2,1,1,1,1,1,3,3
"6",2,1,3,1,3,3,1,2,3,1
"7",1,2,2,2,2,3,1,3,2,2
"8",1,2,2,3,1,2,3,2,2,1
"9",2,3,2,2,3,3,3,1,1,1
"10",3,3,1,1,1,1,1,3,1,1
"11",1,1,1,1,2,2,2,1,1,1
"12",1,3,3,2,1,2,2,3,3,3
"13",3,1,2,2,3,2,1,2,1,3
"14",3,3,2,1,2,3,2,2,2,2
"15",2,3,3,3,2,2,1,1,2,3
"16",3,3,1,2,2,1,3,2,3,3
"17",3,2,3,2,3,1,2,1,2,1
"18",2,2,3,1,2,2,3,3,1,2
"19",1,1,1,1,3,3,3,3,2,3
"20",3,2,1,3,3,2,1,3,3,2
"21",2,2,1,3,1,3,2,2,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
