"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,1,2,1,2,2,1,3,3,1,1,2,3,2
"2",1,1,1,3,3,1,3,1,2,2,3,3,3,3,2
"3",3,2,3,3,3,1,2,3,3,1,3,1,2,3,1
"4",2,1,3,2,2,3,3,2,1,1,2,1,3,3,3
"5",2,1,2,1,3,2,2,3,1,2,3,3,1,1,3
"6",3,2,1,3,1,3,2,2,2,2,1,1,1,1,3
"7",2,3,3,3,3,3,3,1,3,3,1,3,1,1,1
"8",1,1,1,1,1,1,3,2,3,3,2,2,1,1,1
"9",1,3,1,1,2,3,1,1,3,1,3,1,3,1,3
"10",2,3,1,3,3,2,1,3,2,1,2,2,1,3,2
"11",2,3,3,2,1,1,1,2,2,3,3,3,2,2,3
"12",1,3,2,2,2,2,3,3,2,2,2,1,2,1,1
"13",2,2,2,2,1,1,2,1,2,1,3,2,3,1,1
"14",3,2,3,1,1,2,1,1,1,2,2,3,3,3,1
"15",3,2,1,2,2,2,3,2,3,1,3,3,1,2,2
"16",1,3,1,2,3,3,2,2,1,2,1,2,3,2,1
"17",1,2,3,1,2,3,2,3,2,3,2,3,3,2,2
"18",2,2,2,1,3,1,1,2,3,2,2,1,2,2,2
"19",3,3,2,3,2,1,2,1,1,3,2,1,1,2,3
"20",3,1,3,2,2,1,1,3,1,2,1,2,1,1,2
"21",1,2,2,3,2,2,1,2,3,3,1,2,3,3,3
"22",3,3,2,1,1,3,3,3,1,3,3,2,2,3,2
"23",3,1,3,1,3,2,3,1,2,1,1,2,2,2,3
"24",1,1,2,3,1,3,1,3,1,1,1,3,2,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
