"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,3,3,1,3,2,3,3,2,1,1,1,3
"2",1,2,2,3,2,2,3,3,3,2,1,3,2
"3",2,3,2,2,2,3,3,2,3,1,2,2,3
"4",2,2,1,1,1,3,3,3,2,3,2,3,1
"5",1,1,1,3,3,3,2,1,3,1,1,3,1
"6",1,2,1,1,2,1,1,1,1,1,2,2,3
"7",3,3,2,1,3,3,1,1,3,3,2,1,2
"8",3,1,2,2,1,2,1,1,2,1,3,3,1
"9",2,1,3,2,3,1,1,3,3,2,2,2,1
"10",3,2,3,2,3,1,3,2,1,1,1,3,2
"11",2,3,3,1,2,1,2,1,2,2,3,3,2
"12",3,1,1,1,1,1,3,2,3,2,3,1,3
"13",3,3,1,2,2,3,1,3,1,2,1,1,1
"14",1,2,3,3,2,1,1,2,2,3,3,1,1
"15",3,1,2,1,2,2,2,2,1,3,1,2,1
"16",2,3,1,3,3,2,1,2,1,3,3,3,3
"17",3,2,2,3,3,3,2,3,2,2,3,2,3
"18",2,2,3,2,1,2,2,1,3,3,1,1,3
"19",2,1,2,3,1,1,2,3,1,1,2,1,2
"20",1,1,3,3,1,3,3,1,1,3,3,2,2
"21",1,3,1,2,1,2,2,2,2,2,2,2,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
