"","V1","V2","V3","V4","V5","V6"
"1",2,1,1,3,1,1
"2",1,3,1,1,3,1
"3",1,1,2,3,3,3
"4",1,1,1,1,1,3
"5",2,2,1,1,3,1
"6",2,3,3,2,1,2
"7",1,3,3,2,3,3
"8",1,2,1,3,2,1
"9",3,2,1,2,3,3
"10",1,3,1,3,2,2
"11",1,1,1,2,3,2
"12",3,2,2,1,2,3
"13",1,1,3,3,1,2
"14",1,2,3,1,1,3
"15",3,1,1,1,2,2
"16",1,3,2,1,1,1
"17",1,3,2,2,2,3
"18",2,3,3,1,2,3
"19",3,3,1,2,2,1
"20",3,1,2,3,2,2
"21",2,1,2,1,3,3
"22",2,3,2,1,1,2
"23",3,2,3,3,2,3
"24",3,3,1,3,1,3
"25",1,2,3,1,2,2
"26",3,1,2,1,3,1
"27",2,2,2,2,2,2
"28",2,3,2,3,2,1
"29",3,1,3,2,1,3
"30",2,1,1,2,2,3
"31",1,2,2,3,3,2
"32",3,2,3,3,3,1
"33",2,2,1,2,1,2
"34",2,1,3,1,2,1
"35",3,1,2,2,1,1
"36",2,2,2,3,1,3
"37",3,3,3,1,3,2
"38",3,3,2,2,3,2
"39",3,2,1,1,1,2
"40",3,3,3,3,1,1
"41",2,3,1,3,3,3
"42",1,2,2,2,1,1
"43",1,1,3,2,2,1
"44",2,2,3,2,3,1
"45",2,1,3,3,3,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
