"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,1,2,1,1,2,2,1,3,3,2,3
"2",3,1,2,3,3,1,2,2,3,1,3,2,2
"3",3,3,3,2,1,2,1,2,2,2,1,1,2
"4",2,2,2,2,2,1,1,3,1,2,1,3,1
"5",3,1,2,3,2,1,3,3,2,3,3,1,1
"6",2,1,2,1,1,3,1,1,2,3,3,3,1
"7",3,3,3,2,2,3,1,1,3,1,3,2,1
"8",3,3,1,1,2,1,2,3,2,2,1,1,2
"9",3,2,1,3,1,2,1,3,3,1,2,3,2
"10",1,3,2,2,2,3,2,2,1,3,2,3,2
"11",3,2,2,2,3,3,3,1,2,1,2,1,3
"12",1,2,3,3,1,1,2,1,2,2,2,2,1
"13",2,3,2,3,1,2,2,2,3,3,2,1,1
"14",1,3,2,3,3,2,1,3,1,2,3,2,3
"15",3,2,1,1,3,3,1,3,1,3,2,2,1
"16",2,3,1,3,3,3,3,2,2,2,1,2,1
"17",1,1,3,2,2,2,3,3,2,3,2,2,2
"18",1,1,1,3,2,3,1,2,3,2,2,1,3
"19",3,1,2,1,3,2,2,1,3,3,1,3,3
"20",1,2,3,2,3,1,3,2,3,1,1,1,1
"21",2,2,3,1,3,3,2,2,2,3,3,3,2
"22",2,1,1,2,3,2,3,1,1,2,3,1,2
"23",2,3,2,1,1,1,3,1,1,1,2,2,2
"24",3,1,3,1,2,2,3,2,1,2,2,3,1
"25",1,3,1,1,2,1,3,1,3,2,3,3,3
"26",2,3,3,1,3,1,1,3,3,3,2,1,3
"27",2,2,3,3,2,2,2,1,1,1,3,1,3
"28",1,1,3,3,3,1,1,1,1,3,1,3,2
"29",1,1,1,1,1,3,2,1,1,1,1,1,1
"30",1,2,2,1,1,3,3,3,3,2,3,1,2
"31",2,2,1,3,2,2,3,1,3,3,1,2,2
"32",1,3,1,2,3,2,2,3,2,1,3,3,1
"33",2,1,1,2,1,1,1,2,2,1,2,3,3
"34",3,3,3,3,1,3,3,3,1,1,1,3,3
"35",1,2,2,1,2,2,1,2,2,1,1,2,3
"36",2,1,3,2,1,3,2,3,3,2,1,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
