"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,3,3,3,1,4,2,3,1,3
"2",1,3,1,1,2,3,2,3,3,4
"3",3,4,1,3,3,4,4,2,4,4
"4",2,2,4,1,3,1,2,1,4,3
"5",2,4,1,2,4,1,3,4,3,4
"6",1,4,4,3,2,1,1,2,1,3
"7",4,3,1,1,4,2,3,2,4,3
"8",4,4,4,1,2,2,2,4,2,1
"9",2,4,2,3,1,2,3,3,4,1
"10",3,4,2,4,4,3,2,1,2,3
"11",1,2,1,4,4,2,2,4,1,2
"12",4,3,4,4,3,4,1,4,4,4
"13",2,3,1,4,2,4,3,1,1,1
"14",3,3,3,3,2,1,3,1,2,2
"15",1,4,3,1,4,4,1,1,3,1
"16",3,1,4,4,2,3,4,3,3,2
"17",2,2,3,3,4,3,1,2,2,4
"18",4,2,1,4,1,1,4,2,2,1
"19",3,2,3,2,2,2,1,4,4,1
"20",1,3,4,2,1,2,4,1,2,4
"21",3,1,1,2,3,2,1,3,2,3
"22",4,2,2,2,2,4,4,1,3,3
"23",4,1,1,3,1,3,1,1,4,2
"24",3,2,4,3,1,3,3,4,3,3
"25",2,1,2,1,1,4,4,4,2,2
"26",4,1,3,4,3,2,3,1,1,4
"27",1,1,3,4,4,1,4,3,4,3
"28",3,2,2,1,1,1,1,3,1,4
"29",1,2,4,2,3,4,3,3,2,2
"30",4,4,3,2,1,1,2,2,3,2
"31",1,1,2,3,3,1,2,4,3,1
"32",1,1,2,1,2,3,3,2,4,4
"33",2,4,3,1,3,3,4,4,1,2
"34",3,1,4,2,4,4,2,2,1,1
"35",2,3,2,4,3,2,1,2,3,2
"36",4,3,2,2,4,3,4,3,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
