"","V1","V2","V3","V4","V5"
"1",1,2,1,1,2
"2",3,3,2,2,2
"3",3,1,1,1,2
"4",1,1,3,1,1
"5",3,1,3,2,3
"6",2,3,3,1,3
"7",2,2,3,1,2
"8",2,1,3,3,1
"9",1,3,2,3,1
"10",3,3,3,1,1
"11",3,3,2,1,3
"12",3,2,2,3,2
"13",3,2,1,1,1
"14",1,2,3,3,3
"15",1,2,3,2,1
"16",2,1,3,2,2
"17",1,2,2,2,3
"18",3,1,2,2,1
"19",2,3,2,3,1
"20",3,2,3,1,3
"21",2,3,3,2,2
"22",1,1,2,2,2
"23",1,3,1,3,2
"24",2,1,2,1,2
"25",3,2,3,3,1
"26",1,1,3,3,2
"27",1,2,2,1,1
"28",2,2,1,2,3
"29",2,3,1,3,3
"30",1,3,2,1,2
"31",2,2,1,3,2
"32",1,1,1,1,3
"33",2,2,2,3,3
"34",2,2,2,2,1
"35",2,1,2,1,3
"36",3,3,1,2,3
"37",1,3,3,2,3
"38",1,3,1,2,1
"39",3,1,2,3,3
"40",3,2,1,2,2
"41",3,3,3,3,2
"42",1,1,1,3,3
"43",2,1,1,2,1
"44",2,3,1,1,1
"45",3,1,1,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
