"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,3,2,3,2,2,2,3,1,2,2,3,3,1
"2",3,2,2,3,2,3,1,1,2,3,1,2,1,3
"3",2,2,1,3,1,3,3,3,3,1,3,1,2,1
"4",1,1,1,3,1,3,3,2,1,2,2,2,1,3
"5",3,1,3,2,1,2,2,1,3,2,1,2,2,1
"6",3,3,1,1,2,3,1,2,3,2,3,3,2,3
"7",1,3,2,2,1,1,1,3,1,3,3,2,2,2
"8",1,1,3,2,2,2,3,3,2,2,3,1,3,3
"9",3,3,3,1,3,3,3,3,1,3,1,2,3,1
"10",1,1,2,1,3,3,1,1,2,2,2,1,2,1
"11",2,3,3,1,1,2,1,1,3,3,2,1,1,3
"12",3,2,1,2,1,1,1,2,2,3,2,3,3,1
"13",2,1,2,3,3,2,1,2,3,3,3,2,3,2
"14",2,2,3,3,3,1,1,2,1,2,1,1,2,3
"15",2,1,3,1,2,1,2,2,2,1,3,2,1,1
"16",3,3,1,3,3,1,2,3,2,2,3,1,1,2
"17",1,3,3,3,1,3,2,2,2,1,1,3,3,2
"18",3,1,3,2,3,3,1,3,3,1,2,3,1,2
"19",1,2,1,2,3,2,2,1,1,3,3,3,1,1
"20",1,2,1,1,3,1,2,3,3,1,1,2,3,3
"21",1,3,2,2,2,1,3,2,3,1,1,1,1,1
"22",1,2,3,3,2,1,3,1,3,3,2,3,2,2
"23",3,1,2,1,1,1,3,1,1,1,3,3,3,3
"24",3,2,2,1,2,2,2,2,1,1,2,1,2,2
"25",2,1,1,2,2,3,2,1,1,3,1,1,3,2
"26",2,2,2,1,1,2,3,3,2,2,1,3,1,2
"27",2,3,1,2,3,2,3,1,2,1,2,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
