"","V1","V2","V3","V4","V5"
"1",4,3,1,2,1
"2",3,1,3,1,4
"3",1,2,3,1,1
"4",4,3,2,4,4
"5",3,3,3,4,2
"6",2,2,1,4,2
"7",1,3,1,3,2
"8",2,3,4,3,4
"9",3,2,4,2,1
"10",3,4,2,2,2
"11",1,1,1,2,4
"12",4,1,4,3,3
"13",1,2,4,4,4
"14",4,1,2,1,2
"15",1,1,2,3,1
"16",4,4,3,2,4
"17",2,3,2,1,1
"18",4,4,4,4,1
"19",2,4,3,3,1
"20",3,2,2,3,4
"21",2,1,3,4,3
"22",4,2,3,3,2
"23",1,4,4,1,2
"24",3,3,4,1,3
"25",1,4,2,4,3
"26",1,3,3,2,3
"27",3,4,1,3,3
"28",2,4,1,1,4
"29",3,1,1,4,1
"30",2,2,2,2,3
"31",2,1,4,2,2
"32",4,2,1,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
