"","V1","V2","V3","V4","V5","V6"
"1",3,2,2,2,3,2
"2",3,1,3,3,1,2
"3",3,3,1,2,2,3
"4",3,3,3,1,3,2
"5",3,1,1,1,3,1
"6",1,3,2,3,2,2
"7",2,1,1,2,1,3
"8",3,3,2,2,1,2
"9",3,2,1,3,3,3
"10",3,1,2,3,2,3
"11",1,3,3,3,1,3
"12",1,2,2,2,1,3
"13",2,2,2,3,3,1
"14",2,1,3,2,3,3
"15",1,3,1,1,2,3
"16",3,2,2,1,2,1
"17",1,2,1,1,1,2
"18",2,3,2,1,3,3
"19",1,3,3,2,3,1
"20",1,1,2,1,1,1
"21",2,3,2,2,2,1
"22",2,2,3,3,2,3
"23",2,2,1,2,1,1
"24",1,1,1,3,2,1
"25",2,3,3,1,1,1
"26",2,3,1,3,3,2
"27",2,1,2,3,1,2
"28",1,2,3,2,2,2
"29",3,3,1,3,1,1
"30",2,1,3,1,2,2
"31",2,2,1,1,2,2
"32",1,1,2,1,3,3
"33",1,2,3,3,3,1
"34",1,1,1,2,3,2
"35",3,1,3,2,2,1
"36",3,2,3,1,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
