"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,1,1,3,4,2,2
"2",1,3,4,1,1,3,4,3
"3",4,2,2,1,4,1,2,3
"4",2,1,2,3,2,3,4,3
"5",2,1,4,4,4,4,2,4
"6",4,1,4,4,2,4,4,1
"7",4,4,4,2,3,3,2,1
"8",1,3,2,4,1,1,3,1
"9",3,3,4,3,2,1,2,4
"10",3,4,1,4,2,3,3,3
"11",2,3,1,2,1,3,2,4
"12",1,4,2,3,2,2,2,1
"13",2,4,3,1,4,3,3,1
"14",3,4,2,1,1,4,1,4
"15",1,2,3,2,2,4,3,4
"16",4,1,1,1,1,2,3,4
"17",2,2,3,1,2,2,1,1
"18",1,4,4,1,2,1,3,2
"19",3,3,4,4,4,2,1,1
"20",1,1,2,2,4,3,1,2
"21",3,4,3,2,4,2,4,3
"22",2,3,2,2,3,4,4,2
"23",3,2,3,4,1,3,2,2
"24",1,1,3,4,3,2,2,3
"25",4,3,3,3,4,4,3,3
"26",4,3,1,2,2,2,1,2
"27",4,2,2,4,3,3,1,4
"28",1,2,1,3,4,2,4,4
"29",4,1,3,3,1,1,1,2
"30",2,2,4,3,3,2,3,2
"31",2,4,1,4,4,1,4,2
"32",2,2,4,2,1,1,1,3
"33",4,3,3,1,3,1,4,4
"34",3,1,2,2,3,1,3,1
"35",3,2,1,3,1,4,4,1
"36",1,4,1,3,3,4,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
