"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,2,2,3,3,3,1,1,1,1,2,2,3,2,2
"2",1,1,3,2,1,1,3,1,2,2,2,1,2,2,1
"3",3,3,3,3,1,2,3,1,3,1,1,2,1,3,1
"4",3,1,2,1,2,2,3,1,1,2,3,1,3,1,2
"5",3,1,1,2,1,1,1,2,1,3,2,2,1,3,2
"6",1,3,2,3,2,1,2,2,1,3,3,3,2,3,1
"7",1,1,3,2,2,3,2,3,3,3,1,2,3,2,3
"8",2,1,2,1,2,2,1,3,2,1,2,3,1,2,1
"9",1,3,1,1,3,3,3,1,2,3,1,3,1,1,2
"10",2,2,3,2,3,2,3,2,2,3,3,2,3,1,1
"11",3,2,2,3,1,3,3,3,3,3,2,3,2,1,3
"12",2,3,2,2,1,3,2,2,3,2,3,1,1,2,2
"13",3,3,3,1,3,2,2,2,1,2,2,2,2,2,3
"14",2,2,1,1,1,3,2,3,1,2,1,3,3,3,1
"15",3,2,2,2,3,1,2,1,2,1,1,1,2,3,3
"16",2,1,3,3,3,1,1,3,1,2,1,1,1,1,3
"17",3,3,1,1,3,1,1,3,3,3,3,1,3,2,1
"18",1,2,1,2,2,2,1,1,3,2,3,3,1,3,3
"19",2,2,3,1,2,1,1,2,3,1,1,3,2,1,2
"20",2,3,1,3,2,3,3,2,2,1,2,1,3,3,3
"21",1,1,1,3,1,2,2,3,2,1,3,2,2,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
