"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,4,2,2,4,4,1,2,3,4,2,2,1,2
"2",1,4,4,2,4,2,4,1,2,1,1,1,2,1
"3",2,1,3,3,3,1,4,4,4,4,2,1,3,1
"4",2,3,1,1,1,3,4,2,4,2,2,4,1,1
"5",4,2,4,4,2,1,2,2,1,3,3,1,1,1
"6",2,1,4,2,1,1,2,2,2,3,1,2,4,3
"7",1,3,3,1,4,1,3,4,2,3,4,4,1,2
"8",1,2,1,1,1,4,1,4,4,3,1,2,3,4
"9",4,1,1,3,4,2,3,3,1,4,1,4,1,3
"10",3,4,4,2,2,4,3,4,4,1,4,3,1,3
"11",2,3,1,4,3,2,1,4,3,1,3,2,1,3
"12",4,3,2,3,2,3,1,4,2,3,1,3,4,1
"13",3,1,2,1,3,4,3,3,1,3,3,2,2,1
"14",1,1,1,2,3,3,2,4,1,2,4,1,4,2
"15",3,2,1,2,1,1,4,3,2,1,3,4,3,2
"16",2,2,3,4,3,3,3,2,1,1,1,3,3,2
"17",4,2,3,1,3,4,4,1,3,2,1,1,4,3
"18",2,4,2,1,2,3,2,3,2,4,2,1,3,3
"19",1,3,2,3,2,1,4,2,1,2,4,2,2,3
"20",1,4,4,4,4,3,4,3,4,3,3,3,4,3
"21",2,4,3,3,1,4,1,1,1,1,3,4,4,4
"22",3,3,2,4,4,1,2,3,4,1,1,1,4,4
"23",4,4,3,3,1,2,2,3,3,2,4,2,3,1
"24",2,2,1,3,4,4,2,1,3,4,4,3,2,1
"25",4,1,2,1,1,2,2,1,4,1,3,3,2,2
"26",3,3,4,1,3,2,1,2,4,4,4,4,3,4
"27",4,4,1,4,3,1,3,1,2,2,2,3,3,4
"28",3,3,4,3,1,3,3,1,3,3,2,1,2,2
"29",1,2,2,2,2,2,3,2,3,4,3,4,4,4
"30",1,1,4,4,2,4,1,3,3,2,2,4,2,2
"31",3,1,3,4,2,3,4,1,2,4,4,2,1,4
"32",3,2,3,2,4,2,1,4,1,2,2,3,2,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
