"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,2,1,3,1,4,2,2,3,4,2
"2",4,1,1,2,4,3,3,2,2,2,3,2
"3",3,1,1,3,1,4,4,1,2,3,4,3
"4",1,4,4,3,4,1,3,2,4,1,4,3
"5",3,4,3,2,1,2,2,2,3,3,1,3
"6",2,4,1,2,2,1,1,4,2,1,2,1
"7",1,1,3,4,1,1,4,3,4,2,3,1
"8",4,3,2,2,1,4,2,1,4,1,1,4
"9",3,1,4,4,2,3,1,2,3,1,4,4
"10",2,1,2,3,4,4,3,4,3,2,1,1
"11",1,4,2,1,1,3,1,3,1,3,1,2
"12",2,1,4,2,3,2,1,1,4,3,3,1
"13",4,2,4,4,4,1,2,4,2,3,1,4
"14",4,4,2,1,2,2,4,1,3,2,3,4
"15",3,2,2,3,2,3,3,2,4,3,2,1
"16",2,2,1,4,1,2,2,4,4,1,4,2
"17",2,3,4,4,2,3,3,1,1,2,1,3
"18",1,1,2,4,3,3,2,1,2,1,2,3
"19",4,1,1,1,2,1,1,3,4,4,1,3
"20",2,2,3,1,4,4,1,2,1,1,3,3
"21",3,3,2,3,4,2,4,4,1,4,3,3
"22",4,4,1,4,3,4,4,2,1,4,1,1
"23",3,4,4,1,3,4,2,4,4,2,2,2
"24",2,4,3,2,4,3,4,3,4,4,2,4
"25",1,2,4,2,2,4,4,4,3,3,2,3
"26",2,4,3,3,2,4,2,3,2,4,3,2
"27",3,2,2,2,3,1,2,3,1,2,4,4
"28",4,2,3,3,3,2,4,3,3,1,1,2
"29",1,2,1,1,4,3,2,1,3,4,4,1
"30",1,3,1,4,3,4,3,3,3,3,3,4
"31",4,3,3,3,3,3,1,4,2,2,4,1
"32",1,3,1,3,1,2,1,2,1,2,2,4
"33",3,3,3,4,4,1,1,1,3,4,2,2
"34",1,1,3,1,2,2,3,4,1,4,4,4
"35",4,2,4,2,1,1,3,1,1,4,3,2
"36",3,3,4,1,1,2,3,3,2,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
