"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,1,3,3,2,3,2,1,1,2,1,3,1,1,2,2,3,2
"2",3,1,1,1,3,2,3,1,3,2,2,2,2,1,1,2,1,1
"3",1,2,2,2,2,1,3,2,1,2,2,3,1,2,1,3,2,3
"4",3,3,3,3,2,1,2,3,3,1,2,1,2,1,3,3,1,3
"5",2,3,3,2,2,2,3,1,1,3,1,1,3,2,1,2,3,1
"6",1,3,3,1,3,2,2,2,2,1,3,3,2,3,1,3,3,1
"7",2,1,3,3,1,1,1,2,3,3,1,2,1,3,1,3,1,2
"8",3,1,2,3,2,2,1,1,2,1,3,1,1,2,1,1,3,3
"9",3,3,2,1,1,1,3,3,3,3,3,3,1,1,3,2,3,2
"10",1,3,1,2,1,2,1,3,2,1,1,2,1,1,2,3,1,1
"11",2,2,3,1,2,3,3,3,3,1,3,1,1,3,2,1,2,1
"12",3,2,3,2,3,1,1,3,1,2,3,2,3,3,2,2,3,3
"13",3,3,1,2,3,2,2,2,3,2,1,1,1,2,2,1,2,2
"14",2,1,2,2,1,2,2,1,3,1,2,3,3,3,2,2,1,3
"15",1,1,3,1,1,2,2,3,1,3,2,2,1,2,3,1,2,3
"16",2,3,1,1,3,3,1,1,1,2,2,1,1,3,3,3,3,3
"17",3,1,2,1,2,3,1,2,1,3,3,2,3,1,2,3,2,1
"18",3,2,2,3,3,3,2,2,2,3,2,1,1,3,3,2,1,1
"19",2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,3,2
"20",1,2,1,2,1,3,2,2,3,3,3,1,3,1,1,1,3,3
"21",3,1,1,2,2,3,1,3,2,3,2,3,2,3,1,1,2,2
"22",1,1,2,2,3,3,3,3,3,1,1,2,2,2,3,3,3,2
"23",3,2,3,1,1,3,3,1,2,3,1,3,2,2,2,3,1,3
"24",1,3,1,2,2,1,3,1,2,2,3,2,3,3,3,1,1,2
"25",1,2,2,3,1,2,3,3,2,2,2,1,3,3,2,3,2,2
"26",2,1,3,2,1,1,1,2,2,2,3,1,2,1,3,2,2,1
"27",2,3,2,3,1,3,2,3,1,2,3,2,2,2,1,1,1,1
"28",3,1,1,3,1,1,3,2,1,1,1,3,3,3,3,1,3,1
"29",2,2,1,3,3,2,2,1,1,3,3,3,2,1,3,3,2,2
"30",2,3,2,3,3,3,3,2,2,1,1,2,3,1,1,2,2,3
"31",2,2,1,1,2,2,1,3,3,2,1,3,3,2,3,2,1,3
"32",1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2
"33",1,3,3,3,3,1,1,1,3,3,2,3,3,2,2,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
