"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,5,3,1,3,4,5,4,4,2,1,2
"2",5,1,4,5,3,4,4,5,1,5,3,3
"3",3,1,1,3,5,1,5,4,3,3,2,5
"4",2,1,4,3,5,3,4,1,5,1,3,2
"5",4,4,5,1,2,1,3,3,3,1,5,4
"6",3,2,1,1,4,3,1,2,2,4,5,2
"7",3,4,4,5,2,1,1,2,5,4,1,3
"8",3,2,5,4,1,5,5,2,3,3,5,1
"9",5,3,5,2,4,4,1,1,4,3,3,5
"10",5,2,3,3,1,1,2,3,1,2,2,1
"11",1,4,2,2,3,2,5,1,1,2,4,3
"12",2,4,1,4,2,4,1,5,3,1,3,2
"13",1,1,2,1,2,5,2,3,4,5,2,3
"14",5,5,2,4,5,2,3,3,4,5,4,1
"15",1,2,3,5,3,2,2,4,5,2,5,5
"16",4,3,2,5,4,5,3,2,2,1,1,4
"17",2,5,4,3,5,5,2,4,1,3,4,4
"18",4,3,1,2,1,3,4,5,5,4,4,4
"19",1,3,5,2,4,2,3,5,2,4,1,1
"20",2,5,3,4,1,3,4,1,2,5,2,5
