"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,5,5,4,5,4,2,3,2
"2",5,3,4,5,4,3,1,4,5
"3",2,5,4,2,3,4,5,4,1
"4",4,4,2,1,2,2,1,3,1
"5",3,2,1,3,4,2,2,5,1
"6",4,1,3,5,3,3,4,1,1
"7",5,5,1,4,3,1,3,1,4
"8",5,2,4,3,1,2,5,2,2
"9",1,5,3,3,1,3,2,5,5
"10",5,1,3,2,5,5,3,5,3
"11",3,2,5,2,2,5,2,1,4
"12",1,2,2,4,5,2,5,4,4
"13",2,1,2,4,1,4,1,2,3
"14",1,4,4,1,4,3,4,1,3
"15",3,4,2,3,4,5,5,2,5
"16",1,3,1,5,2,5,3,3,2
"17",2,1,5,1,3,1,3,3,5
"18",2,3,3,2,5,1,1,2,2
"19",3,4,5,5,2,1,4,5,3
"20",4,3,1,1,1,4,4,4,4
