"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,2,3,2,1,2,6,6,3,2,3
"2",5,5,5,5,1,3,6,4,4,2,1
"3",3,5,5,6,5,5,1,1,3,5,2
"4",3,5,3,3,6,1,5,5,6,1,3
"5",2,3,3,3,6,6,2,2,5,6,6
"6",4,1,3,6,1,6,4,2,1,4,3
"7",2,2,1,5,3,1,3,2,3,6,3
"8",1,5,2,1,1,3,3,1,4,4,5
"9",4,3,1,1,5,2,6,4,5,5,6
"10",3,3,1,2,2,5,4,1,5,2,2
"11",1,1,5,3,2,5,2,3,2,1,4
"12",4,2,2,6,3,4,2,6,5,1,4
"13",3,1,6,5,6,4,6,3,3,5,5
"14",5,2,3,2,2,3,1,3,6,5,1
"15",2,3,6,6,4,3,3,4,1,1,2
"16",1,5,3,5,5,5,4,6,2,2,6
"17",3,1,1,1,4,3,2,5,1,4,5
"18",1,6,6,2,4,6,5,4,5,4,3
"19",6,2,5,1,6,6,3,4,4,2,4
"20",3,6,5,3,3,4,6,2,1,3,6
"21",4,6,4,1,4,5,2,2,3,1,1
"22",5,1,4,3,4,1,4,1,4,1,6
"23",3,6,2,4,1,1,2,4,2,4,2
"24",6,4,4,3,1,3,1,4,2,6,6
"25",5,3,2,4,6,4,1,1,1,2,3
"26",2,4,5,1,2,4,3,6,6,6,3
"27",5,2,6,4,1,5,3,5,6,3,6
"28",4,2,4,4,4,6,6,6,2,6,1
"29",1,3,4,6,2,1,5,5,4,5,5
"30",4,5,6,4,2,2,4,1,5,6,4
"31",6,1,5,5,5,2,2,5,5,4,2
"32",2,6,4,5,3,2,1,3,6,2,5
"33",2,4,1,5,3,6,1,5,4,3,1
"34",5,6,1,6,6,2,3,3,2,3,4
"35",6,6,2,3,5,4,4,6,4,6,2
"36",6,4,1,4,2,6,5,3,3,1,5
"37",5,5,2,2,3,5,5,5,1,5,4
"38",4,4,6,2,5,1,1,6,3,3,5
"39",1,1,2,4,5,3,5,2,6,3,1
"40",6,4,3,6,4,4,6,1,6,4,4
"41",1,4,4,2,6,2,4,3,1,5,1
"42",6,3,6,1,3,1,5,2,2,3,2
