"","V1","V2","V3","V4","V5","V6"
"1",6,4,3,4,2,4
"2",4,2,1,3,4,6
"3",2,1,4,4,2,3
"4",2,5,3,5,4,3
"5",3,5,4,1,3,2
"6",5,6,5,1,4,4
"7",5,2,2,3,1,2
"8",1,5,3,3,6,5
"9",3,1,2,5,1,5
"10",4,2,5,1,1,1
"11",3,3,5,3,4,2
"12",2,2,6,2,2,5
"13",3,5,2,6,2,1
"14",5,1,6,6,3,2
"15",1,2,4,6,5,4
"16",5,5,1,5,5,5
"17",6,1,3,1,3,5
"18",3,1,5,3,5,4
"19",3,4,2,1,6,5
"20",1,1,3,2,4,1
"21",6,2,5,4,6,6
"22",2,3,4,1,5,6
"23",5,5,4,2,2,6
"24",6,3,4,5,4,1
"25",4,6,4,6,6,3
"26",1,4,5,5,1,2
"27",2,2,1,5,6,2
"28",4,1,2,4,5,3
"29",1,4,6,3,3,4
"30",2,6,6,4,5,1
"31",6,3,1,6,3,4
"32",1,6,2,4,3,6
"33",4,4,1,2,3,1
"34",1,3,1,1,2,3
"35",5,4,3,4,6,1
"36",4,6,5,5,2,5
"37",5,3,6,2,6,3
"38",3,4,6,6,4,6
"39",4,3,3,6,1,6
"40",6,6,2,2,5,2
"41",6,5,6,3,1,3
"42",2,6,1,2,1,4
