"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,5,2,3,1,1,6,4,2,5,6
"2",4,3,1,3,3,3,6,3,1,1,1,5
"3",5,1,6,6,4,3,4,5,6,3,1,3
"4",3,3,2,1,2,1,4,3,1,6,6,3
"5",6,4,2,5,2,4,3,6,4,1,1,2
"6",1,3,6,5,2,4,3,1,6,5,4,5
"7",1,5,5,5,6,2,5,3,1,4,5,4
"8",2,4,4,6,6,2,2,6,5,6,4,3
"9",6,4,6,4,5,6,4,4,2,2,6,5
"10",5,6,3,1,2,4,6,6,2,4,4,4
"11",5,4,5,2,1,5,5,2,3,5,5,1
"12",4,2,4,6,2,5,2,5,1,3,6,4
"13",1,4,2,1,4,6,2,1,3,1,4,4
"14",2,1,4,3,4,3,6,1,3,5,6,6
"15",1,5,2,2,1,3,4,5,5,5,3,6
"16",3,2,6,2,6,2,6,2,4,2,3,2
"17",3,1,4,4,1,3,5,6,2,1,4,1
"18",2,2,5,5,5,4,1,3,3,1,3,1
"19",5,5,1,2,6,2,2,5,3,3,2,5
"20",4,5,5,4,3,6,6,5,6,6,3,2
"21",6,2,1,5,4,1,6,5,3,5,4,3
"22",1,1,3,4,2,2,2,2,2,4,1,2
"23",2,2,2,6,1,6,6,4,4,3,3,5
"24",6,1,4,1,3,5,5,3,5,4,2,6
"25",1,3,1,3,5,5,4,6,5,3,6,1
"26",5,4,3,5,4,5,1,2,1,6,3,6
"27",3,2,5,1,5,4,3,6,2,5,1,5
"28",2,6,1,4,5,4,5,2,4,6,1,4
"29",6,2,1,3,1,4,2,2,6,2,5,3
"30",1,6,6,3,3,5,3,5,1,2,2,3
"31",4,6,6,1,4,3,2,3,5,4,6,2
"32",3,5,4,2,2,6,1,1,5,3,1,3
"33",3,6,1,6,3,3,1,4,2,5,5,1
"34",6,5,4,3,5,1,3,1,1,3,3,1
"35",5,5,3,6,3,2,5,1,5,1,6,4
"36",3,6,3,4,6,5,3,4,6,1,5,6
"37",2,4,3,1,4,1,5,4,6,2,2,1
"38",5,1,3,2,6,6,3,4,4,6,5,2
"39",6,3,6,3,1,2,1,4,4,6,2,4
"40",4,1,2,4,5,1,1,3,6,4,4,5
"41",4,6,5,5,1,1,4,2,3,2,2,6
"42",4,3,2,6,6,6,4,1,2,4,2,2
