"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",3,1,3,2,2,1,3,3,1,2,1,2,2,1,1,2,1,3
"2",3,3,3,2,3,1,2,3,2,1,3,2,1,2,3,3,1,2
"3",3,3,1,3,1,1,1,3,2,3,2,1,2,2,2,2,3,3
"4",1,3,1,1,3,3,2,2,3,2,1,1,1,1,1,2,2,2
"5",3,2,1,3,2,3,3,2,1,3,3,2,3,1,3,1,2,2
"6",3,1,2,2,2,3,1,1,2,2,1,1,2,3,3,1,3,3
"7",2,2,3,1,1,3,2,3,1,1,1,1,3,2,3,2,3,1
"8",2,3,2,1,3,3,3,2,3,3,2,2,2,2,3,3,1,3
"9",2,1,3,1,1,1,2,1,2,3,2,2,1,3,1,1,2,2
"10",1,1,1,2,2,2,2,3,3,3,3,1,2,3,3,2,1,1
"11",1,2,3,3,3,2,3,1,2,3,1,1,2,1,2,3,2,1
"12",2,1,1,3,1,3,3,1,2,2,3,3,1,2,2,2,1,1
"13",2,1,3,3,2,2,1,2,3,1,3,1,3,2,1,3,2,3
"14",3,2,2,1,2,1,2,1,3,1,2,1,1,1,2,1,1,1
"15",3,2,1,1,1,2,3,2,2,1,1,3,1,3,3,3,2,3
"16",1,2,1,2,1,3,1,1,1,1,2,2,2,1,1,3,1,2
"17",3,2,3,3,3,3,1,3,3,2,2,3,3,3,2,2,1,2
"18",2,3,1,2,2,1,3,1,3,1,1,2,3,3,2,3,3,2
"19",1,2,3,1,1,1,1,2,3,2,3,3,2,2,3,1,3,2
"20",2,2,2,3,3,1,3,2,1,2,3,1,1,3,1,3,3,2
"21",2,2,1,2,3,1,1,2,2,3,1,3,3,2,1,1,1,1
"22",3,3,2,1,3,2,1,1,1,1,3,2,2,3,1,2,2,1
"23",1,3,2,3,2,3,3,3,2,1,2,3,2,3,1,1,3,1
"24",1,3,3,2,1,2,3,2,1,2,2,1,3,3,2,1,1,3
"25",2,3,3,2,2,2,2,1,1,3,3,3,1,1,2,2,3,3
"26",3,1,2,2,1,2,2,2,3,3,2,3,3,1,1,3,3,1
"27",1,1,2,3,3,1,2,1,1,1,2,3,3,2,3,2,2,3
"28",2,3,2,3,1,2,1,3,3,2,1,2,1,1,3,1,2,1
"29",1,1,2,1,2,3,1,3,1,3,1,3,1,2,2,3,2,2
"30",1,1,1,1,3,2,2,3,2,2,3,2,3,1,2,1,3,3
