"","V1","V2","V3","V4","V5","V6","V7"
"1",1,3,1,2,2,1,1
"2",3,1,2,2,1,1,3
"3",2,2,1,1,1,3,1
"4",2,3,3,2,3,3,1
"5",3,1,3,1,2,3,2
"6",2,3,2,1,2,2,2
"7",3,2,1,1,1,1,2
"8",1,1,2,3,1,2,2
"9",2,1,1,2,1,3,2
"10",1,3,1,3,2,3,2
"11",2,1,2,3,3,3,3
"12",3,2,1,3,2,2,3
"13",3,3,2,1,2,3,3
"14",3,1,1,3,2,1,1
"15",2,1,3,1,3,2,3
"16",1,1,2,2,2,3,1
"17",2,2,2,2,3,1,1
"18",2,1,3,3,2,2,1
"19",3,2,3,2,1,2,1
"20",2,3,3,3,1,1,2
"21",1,2,1,3,3,2,1
"22",1,2,3,1,2,1,2
"23",2,3,1,2,1,2,3
"24",3,3,3,2,2,1,3
"25",2,2,3,3,2,3,3
"26",3,3,2,3,3,1,2
"27",1,2,3,2,1,3,3
"28",1,2,2,3,1,1,3
"29",1,1,1,1,2,2,3
"30",3,1,1,2,3,2,2
"31",1,3,3,1,1,2,1
"32",1,3,2,2,3,2,3
"33",3,3,2,3,1,3,1
"34",1,1,3,2,3,1,2
"35",2,1,2,1,1,1,1
"36",3,2,2,1,3,2,1
"37",2,2,1,1,3,1,3
"38",3,2,3,3,3,3,2
"39",1,3,1,1,3,3,2
