"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,1,4,1,4,2,2,4
"2",3,2,1,1,1,4,3,1
"3",2,4,3,1,2,4,2,4
"4",3,3,3,4,4,2,4,4
"5",2,1,1,3,2,4,3,3
"6",2,3,1,1,3,3,4,3
"7",2,4,3,3,4,3,3,1
"8",4,4,1,4,3,1,2,1
"9",1,4,1,3,3,2,3,4
"10",3,2,2,3,1,3,2,4
"11",1,1,1,2,4,2,2,2
"12",4,2,1,3,4,1,4,1
"13",3,1,3,1,3,1,3,2
"14",4,3,4,2,4,4,2,3
"15",1,3,2,3,3,4,4,1
"16",2,1,4,3,1,1,4,4
"17",1,2,3,2,2,2,4,3
"18",4,2,3,3,2,1,1,2
"19",4,3,4,4,2,3,3,2
"20",4,1,2,1,1,3,1,3
"21",3,3,1,2,2,1,1,4
"22",1,4,4,2,1,1,3,2
"23",1,3,1,4,1,3,1,2
"24",4,2,2,2,3,3,3,4
"25",4,4,3,4,1,4,4,3
"26",2,2,4,4,3,4,2,2
"27",3,4,2,1,1,2,4,2
"28",3,1,4,2,2,3,4,1
"29",1,3,2,1,2,1,2,3
"30",2,2,2,4,4,1,3,3
"31",2,3,3,2,1,2,2,1
"32",1,1,3,4,3,4,1,4
"33",3,4,2,2,4,4,1,2
"34",2,1,2,4,2,2,1,1
"35",1,2,4,1,4,3,1,1
"36",3,4,4,3,3,2,1,3
