"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,1,2,1,2,2,3,3,2,1,1,1,3,2,3,3
"2",1,1,2,1,3,2,2,1,1,3,1,3,1,1,2,2
"3",2,3,3,2,2,3,3,3,2,3,1,2,1,3,2,1
"4",1,2,3,2,2,2,1,1,3,3,2,2,3,3,1,3
"5",1,2,1,1,2,3,1,2,3,1,3,2,1,1,2,1
"6",3,3,3,1,1,2,3,2,3,3,3,3,2,2,2,3
"7",1,3,1,2,3,1,2,3,3,1,2,3,2,2,1,2
"8",1,3,2,3,2,1,3,1,1,2,3,2,2,2,3,1
"9",3,1,3,1,1,1,2,2,1,1,2,2,1,3,3,2
"10",2,1,2,3,1,2,1,3,3,3,2,1,2,1,2,1
"11",3,2,2,1,3,2,2,3,1,2,3,1,3,3,1,1
"12",3,2,2,3,1,2,1,1,2,1,1,3,1,2,1,1
"13",2,3,1,1,1,1,1,1,2,2,1,1,3,3,2,2
"14",2,1,1,3,2,1,2,2,2,3,3,1,1,2,1,3
"15",1,2,1,3,1,3,2,3,1,2,2,3,2,3,3,3
"16",2,3,3,3,3,1,1,2,1,1,1,2,3,1,2,3
"17",3,1,1,3,3,3,3,2,3,2,1,2,2,3,1,2
"18",3,2,1,2,2,1,3,2,2,3,2,3,3,1,3,1
"19",2,2,3,2,1,3,3,1,1,1,3,1,2,1,1,2
"20",2,1,3,2,3,3,1,3,2,2,3,3,3,2,3,2
"21",3,3,2,2,3,3,2,1,3,2,2,1,1,1,3,3
