"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,2,1,2,1,2,3,3,2,2,3,3
"2",1,2,3,3,1,2,3,1,2,3,3,2
"3",2,3,1,3,2,1,3,2,2,1,3,3
"4",1,3,2,2,3,3,2,2,2,3,3,3
"5",1,3,3,2,2,2,1,1,1,1,3,1
"6",1,2,2,1,1,1,2,2,3,1,1,3
"7",3,3,3,1,2,1,1,1,2,3,1,2
"8",3,2,3,3,3,1,1,2,1,1,2,3
"9",2,2,1,1,1,2,1,3,3,3,1,2
"10",3,3,2,2,1,1,2,3,1,3,2,1
"11",1,2,1,3,1,3,2,3,1,1,2,1
"12",2,2,2,3,3,1,1,3,2,3,3,1
"13",2,1,3,3,1,1,3,2,3,2,2,1
"14",2,2,2,1,3,3,1,1,1,2,3,3
"15",2,1,3,1,1,2,2,2,1,3,3,1
"16",1,1,1,2,1,1,1,1,2,2,2,3
"17",1,3,2,3,3,2,3,3,3,1,1,2
"18",1,2,3,1,3,3,3,3,2,2,1,1
"19",3,1,1,3,3,2,2,1,3,3,2,3
"20",2,1,3,2,2,3,1,3,3,1,2,3
"21",3,3,2,3,1,3,1,2,3,2,3,2
"22",3,1,1,1,2,3,2,3,2,1,3,2
"23",2,3,3,1,1,3,2,1,2,1,2,2
"24",3,3,1,1,3,2,3,2,1,2,2,2
"25",2,1,2,2,1,2,3,1,1,1,1,2
"26",3,1,2,3,2,3,2,1,2,2,1,1
"27",2,3,3,3,2,2,2,3,1,2,1,3
"28",3,1,2,2,3,2,1,2,2,1,1,1
"29",3,2,2,1,2,1,3,1,3,1,3,1
"30",1,1,2,1,2,1,3,3,1,3,2,3
"31",1,1,3,2,3,1,2,3,3,2,3,2
"32",1,1,1,3,2,3,1,2,1,3,1,2
"33",2,2,1,2,3,1,2,1,1,2,1,2
"34",3,2,3,2,2,3,3,2,3,3,1,3
"35",2,3,1,2,3,3,3,1,3,3,2,1
"36",1,3,1,1,2,2,1,2,3,2,2,1
