"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,2,3,2,2,3,1,3,2,1,3
"2",2,3,2,1,1,3,3,2,3,2,2,1
"3",2,2,1,2,1,3,3,1,1,1,3,3
"4",2,1,3,3,3,2,2,1,3,1,2,1
"5",1,1,2,2,3,3,1,3,2,1,2,3
"6",3,2,2,1,2,3,2,1,1,1,1,2
"7",1,2,3,3,2,3,2,2,3,3,3,3
"8",1,3,1,1,3,2,3,2,1,3,2,2
"9",3,3,3,2,3,2,1,2,1,2,3,3
"10",1,2,2,1,3,2,1,1,2,2,3,1
"11",1,1,1,2,2,1,3,1,2,2,3,2
"12",3,3,3,2,1,3,1,1,2,3,2,2
"13",1,1,3,1,1,2,2,2,1,2,1,3
"14",3,1,1,1,1,1,2,2,3,1,2,2
"15",3,1,2,2,2,1,1,2,1,3,1,1
"16",3,1,3,1,2,2,3,3,2,1,3,1
"17",1,3,1,3,2,3,2,3,2,2,1,1
"18",1,2,2,2,1,2,3,3,3,3,1,2
"19",1,3,2,3,2,1,1,2,3,1,3,2
"20",3,2,1,3,1,2,1,2,2,1,1,1
"21",3,2,2,3,3,1,3,3,1,2,2,3
"22",2,3,2,1,1,1,2,3,2,3,3,3
"23",2,2,3,1,3,1,1,3,3,2,1,2
"24",2,3,1,2,3,1,2,1,2,1,1,3
"25",3,2,1,2,3,3,2,3,3,3,3,1
"26",1,2,3,3,1,1,2,1,1,3,2,1
"27",2,3,3,2,2,1,3,3,1,1,2,1
"28",2,1,1,1,2,2,1,1,3,3,2,3
"29",2,1,3,3,3,3,3,2,2,3,1,2
"30",2,1,1,3,1,3,1,3,1,2,3,2
