"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,1,1,2,2,2,2,1
"2",1,2,1,1,2,3,1,2
"3",2,3,1,1,2,2,3,3
"4",3,2,2,1,1,3,3,3
"5",2,2,3,3,1,3,2,1
"6",3,1,1,3,1,2,1,1
"7",1,2,2,2,1,1,3,2
"8",2,1,2,1,2,1,1,1
"9",2,3,3,1,1,1,2,1
"10",1,3,1,3,3,2,2,3
"11",1,1,3,1,1,2,2,3
"12",1,3,2,3,1,1,3,1
"13",1,2,1,1,1,2,1,1
"14",2,2,2,1,3,1,2,3
"15",1,2,2,1,3,2,3,1
"16",1,3,1,2,1,3,2,3
"17",3,3,3,1,2,3,2,2
"18",2,1,2,2,1,2,1,3
"19",2,3,3,3,3,3,3,3
"20",1,3,3,3,2,2,1,2
"21",2,1,1,3,1,3,3,2
"22",1,2,3,2,2,3,3,3
"23",2,3,1,2,3,1,1,2
"24",3,3,3,2,1,2,3,2
"25",3,1,2,2,2,3,2,1
"26",3,1,1,1,3,3,1,3
"27",1,3,2,2,3,1,1,3
"28",3,2,1,3,3,2,3,2
"29",2,1,1,3,2,1,2,3
"30",3,2,3,3,1,1,1,3
"31",2,1,3,1,3,3,1,2
"32",3,1,3,2,3,1,2,2
"33",2,1,3,2,3,2,3,1
"34",3,3,2,3,2,3,1,1
"35",3,2,1,1,1,1,2,2
"36",1,1,2,3,3,3,2,2
"37",2,2,2,3,2,2,2,2
"38",1,2,3,3,3,1,1,1
"39",2,2,1,2,3,3,3,1
"40",3,1,2,3,2,1,3,3
"41",1,1,3,1,2,1,3,2
"42",2,3,2,2,1,3,1,2
"43",3,2,3,2,2,2,1,3
"44",3,3,2,1,3,2,2,1
"45",3,3,1,2,2,1,3,1
