"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,1,1,1,1,4
"2",4,4,4,1,2,3,4
"3",3,1,1,2,2,3,1
"4",2,2,1,4,4,4,4
"5",4,2,2,2,1,2,3
"6",4,3,1,1,3,2,2
"7",2,4,2,1,4,2,1
"8",3,4,1,3,4,3,3
"9",1,1,2,2,3,2,4
"10",1,3,2,3,2,1,1
"11",2,1,3,3,4,2,4
"12",3,2,4,4,3,2,4
"13",1,2,1,4,1,3,1
"14",1,4,2,4,3,3,3
"15",3,1,3,2,1,1,2
"16",1,4,1,2,2,4,2
"17",4,4,3,3,1,2,1
"18",4,2,2,2,4,4,1
"19",4,4,3,2,3,1,4
"20",4,1,4,3,4,3,2
"21",3,3,2,3,1,3,4
"22",1,1,4,1,1,2,3
"23",2,1,2,1,2,4,3
"24",3,2,4,1,2,1,1
"25",2,3,4,2,3,3,1
"26",1,3,4,2,4,1,3
"27",2,2,1,3,3,1,2
"28",1,2,3,1,4,3,2
"29",1,2,3,3,2,4,4
"30",2,4,4,3,1,4,2
"31",2,3,3,4,2,2,2
"32",4,1,1,4,2,1,3
"33",3,1,3,4,3,4,1
"34",3,3,3,1,3,4,3
"35",3,4,2,4,4,1,2
"36",4,3,4,4,1,4,3
