"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,1,1,2,1,2,2,3,2,3,1,3,3
"2",2,3,3,2,3,3,1,3,3,3,2,3,2
"3",3,2,2,1,3,1,2,2,3,3,3,2,3
"4",2,1,3,2,3,2,2,3,1,1,3,1,1
"5",1,2,3,3,2,1,2,2,3,1,1,3,1
"6",1,2,2,3,2,3,3,3,3,2,3,1,3
"7",2,3,1,3,1,1,1,3,1,2,3,2,1
"8",3,1,1,1,2,2,3,3,3,1,2,2,2
"9",3,3,2,3,1,2,1,1,2,1,2,3,3
"10",3,3,3,2,1,1,3,2,2,2,1,1,2
"11",1,3,2,1,3,2,3,2,1,2,2,3,1
"12",3,2,1,2,2,3,3,1,2,3,3,3,1
"13",2,2,2,1,1,2,1,1,3,3,1,1,1
"14",1,2,1,2,3,1,1,1,2,1,2,1,2
"15",1,1,3,1,1,3,2,1,2,2,3,2,2
"16",2,3,1,1,2,3,2,2,1,1,1,1,3
"17",3,1,2,3,3,3,1,2,1,2,1,2,2
"18",2,1,3,3,2,1,3,1,1,3,2,2,3
