"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,4,1,1,1,4,3
"2",2,3,2,3,3,2,4,3
"3",4,1,3,4,2,2,2,3
"4",2,2,3,1,4,4,2,4
"5",1,4,4,3,4,2,1,2
"6",1,1,2,2,3,3,2,1
"7",1,3,1,4,1,2,3,4
"8",2,1,3,4,3,3,3,2
"9",4,2,1,2,3,1,1,4
"10",4,1,4,3,4,3,3,4
"11",4,2,1,3,2,3,4,2
"12",3,2,4,2,1,2,2,2
"13",4,4,2,2,4,1,3,3
"14",1,2,3,3,1,1,3,1
"15",3,4,1,1,3,4,3,2
"16",3,3,3,2,2,3,1,3
"17",3,3,3,4,4,1,4,2
"18",3,1,1,3,1,4,1,3
"19",3,2,2,4,4,4,1,1
"20",1,2,4,4,3,4,4,3
"21",2,3,4,2,2,4,3,1
"22",4,4,3,1,1,3,4,1
"23",4,3,4,1,3,2,1,1
"24",1,3,1,1,4,3,2,3
"25",3,2,2,1,2,2,3,4
"26",1,4,3,2,2,4,4,4
"27",2,4,1,4,2,1,2,1
"28",2,1,1,2,4,2,4,1
"29",3,4,4,3,3,1,2,4
"30",2,4,2,4,1,3,1,4
"31",1,1,2,1,2,1,1,2
"32",4,3,2,3,1,4,2,2
